SEANCE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
2014-02-01,100010,MONOPRIX,23.77,23.73,23.1,23.77,1626,153,8344.47
2014-02-01,110025,SFBT,13.27,13.36,13.27,13.36,8994,2111,9653.28
2014-02-01,120040,TUNISAIR,1.06,1.09,1.06,1.09,7993,27,8499.73
2014-02-01,140070,SPDIT - SICAF,7.76,7.78,7.76,7.78,1174,2,9119.12
2014-02-01,160015,ATTIJARI BANK,16.6,16.64,16.5,16.68,12496,3620,7126.7
2014-02-01,180045,BIAT,60.3,61.0,60.3,61.0,332,52,20.3
2014-02-01,190060,BH,13.29,12.81,12.81,13.3,1389,81,8393.67
2014-02-01,210090,TUNISIE LEASING,21.0,21.0,21.0,21.0,110,2,2310.0
2014-02-01,220005,BT,9.2,9.2,9.14,9.28,60927,13456,927.24
2014-02-01,260095,STB,5.23,5.2,5.2,5.23,41,2,213.65
2014-02-01,310060,BNA,8.0,8.0,8.0,8.0,20,1,160.0
2014-02-01,340005,AMEN BANK,31.2,31.15,31.14,31.2,262,7,8160.4
2014-02-01,360035,ATB,4.19,4.15,4.01,4.19,5221,142,1706.73
2014-02-01,390010,UIB,13.5,13.5,13.5,13.5,2550,63,4425.0
2014-02-01,400005,SIMPAR,60.5,60.51,60.5,60.51,151,2,9135.51
2014-02-01,420085,CIL,14.42,14.4,14.4,14.42,952,111,3709.84
2014-02-01,470010,ATL,2.39,2.43,2.35,2.45,113454,10326,6914.58
2014-02-01,570001,POULINA GP HOLDING,5.2,5.29,5.2,5.3,2306,151,1998.32
2014-02-01,606001,STAR,147.0,147.47,147.0,147.47,117,31,7226.9
2014-02-01,653001,SOTETEL,3.64,3.7,3.59,3.7,1519,6,5460.76
2014-02-01,655001,ASSURANCES SALIM,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,656001,SOTUVER,6.59,6.59,6.52,6.59,3182,142,823.79
2014-02-01,658001,SOTUMAG,1.69,1.69,1.69,1.69,1410,10,2382.9
2014-02-01,659001,SIAME,2.91,2.89,2.83,2.91,8203,382,3289.49
2014-02-01,661001,ATTIJARI LEASING,24.26,25.0,24.26,25.0,198,2,4810.88
2014-02-01,665001,ELECTROSTAR,9.83,9.7,9.39,9.83,1354,301,2799.83
2014-02-01,666001,SOTRAPIL,9.54,9.75,9.28,9.82,1407,91,3139.37
2014-02-01,672004,MODERN LEASING,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,678001,SOMOCER,2.8,2.75,2.74,2.82,85688,22323,9451.62
2014-02-01,713001,GIF-FILTER,4.24,4.26,4.23,4.36,3764,301,6133.74
2014-02-01,714001,ASSAD,6.9,6.91,6.9,6.99,12803,258,8443.13
2014-02-01,718001,SITS,2.5,2.49,2.45,2.5,1729,20,4274.51
2014-02-01,720001,EL WIFACK LEASING,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,721001,ESSOUKNA,8.5,8.6,8.5,8.6,30,2,256.0
2014-02-01,725001,ADWYA,6.96,7.1,6.96,7.16,2170,111,5174.59
2014-02-01,727001,TPR,4.21,4.25,4.21,4.33,16707,537,1617.01
2014-02-01,729001,SOPAT,1.84,1.83,1.82,1.89,7729,321,4210.59
2014-02-01,730001,ARTES,6.59,6.59,6.59,6.59,21,2,138.39
2014-02-01,731013,HANNIBAL LEASE,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,735001,CIMENTS DE BIZERTE,6.2,6.38,6.2,6.38,1854,111,1766.16
2014-02-01,738001,TUNIS RE,9.4,9.34,9.2,9.4,258,10,2390.9
2014-02-01,741001,ENNAKL AUTOMOBILES,10.0,9.9,9.9,10.0,1845,161,8308.52
2014-02-01,744001,TELNET HOLDING,5.8,5.75,5.75,5.8,1712,9,9844.4
2014-02-01,753001,ONE TECH HOLDING,6.53,6.54,6.53,6.6,5745,343,7721.94
2014-02-01,755001,CITY CARS,10.97,10.94,10.94,11.05,4335,134,7438.48
2014-02-01,757001,EURO-CYCLES,9.67,9.4,9.4,9.67,73,3,691.6
2014-02-01,758001,BEST LEASE,2.05,2.1,2.05,2.1,305,3,635.5
2014-02-01,761001,SAH,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,762001,MPBS,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,130055,BTE (ADP),24.71,24.99,24.71,24.99,33,2,816.83
2014-02-01,230035,AIR LIQUDE TSIE,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,240050,UBCI,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,250065,PLAC. TSIE-SICAF,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,300045,ASTREE,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,320075,ICF,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,330090,ELBENE INDUSTRIE,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,380070,ALKIMIA,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,410020,TUNINVEST-SICAR,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,644001,MAGASIN GENERAL,29.42,29.42,29.42,29.42,100,1,2942.0
2014-02-01,664001,STEQ,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,667001,SIPHAT,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,430030,SITEX,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,617001,STE TUN. DU SUCRE,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,130057,BTE0919 5.25%AP10,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,130058,BTE0920 5.2%AP10,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,130059,BTE0920 T+0.7%AP10,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,130060,BTE0930 5.85%AP20,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,130061,"BTE0219 T+1,3P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,130062,BTE0232 6.25%P20,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,160038,TJB 0118 T+0.60%P7,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,190081,BH1214 T+1.2%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,190083,BH1224 T+0.8%P15-2,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,190084,BH1224 5.3%P15-2,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,190085,"BH 0620 6,8% AP7",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,190086,"BH 0620 T+1,8% AP7",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210129,TLS0114 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210130,TLS0114 T+1.0AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210133,TLS0314 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210134,TLS0314 T+1.0AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210137,TLS0914 5.65%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210138,TLS0914 T+1.25%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210142,TLS0315 5.125%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210143,TLS0315 T+0.625%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210144,TLS0615 5.125%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210145,TLS0615 T+0.625%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210146,TL1115 5.375% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210147,TL1115 T+ 0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210148,TL SB0216 5.7% P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210149,TL SB0216 T+1.1%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210150,TL0616 5.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210151,TL0616 T+0.9%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210152,TL1016 5.95%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210153,TL1016 T+1.25%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210154,TL0117 5.85%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210155,TL0117 T+1.35%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210156,TL0517 6.15% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210157,TL0517 T+1.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210158,"TL0519 6,25%AP7-2",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210163,"TL A0118 6,3P5",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210164,"TL A0118 T+1,75P5",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210165,"TL B0120 6,4P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210166,TLSUB0518 7%P5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210167,"TLSUB0518 T+2,25P5",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210168,TL A 1018 7% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210169,TL A 1018 T+2% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,210170,TLB 10207.25% P7-2,0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,240068,"UBCI 0520 6,8%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2014-02-01,260099,STB0524 T+1.5%AP16,0.0,0.0,0.0,0.0,0,0,0.0
