SEANCE,CODE,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,CAPITAUX
2019-02-01,"762001                   MPBS                     3,42         3,42",,3.4,3.32,3.45,4579,1521.66
2019-02-01,"753001                   ONE TECH HOLDING         15,7        15,95",,15.73,15.5,15.73,35302555,50031.44
2019-02-01,"570001                   POULINA GP HOLDING       12,5         12,5",,12.5,12.5,12.5,2503,3125.0
2019-02-01,"761001                   SAH                     11,29        11,39",11.2911,11.0,10.96,11.29,36628904,2578.45
2019-02-01,"110025                   SFBT                     23,5         23,6",,23.5,23.2,23.5,28564956,68071.84
2019-02-01,"659001                   SIAME                    2,54         2,54",0.0,2.54,0.0,0.0,0,
2019-02-01,"400005                   SIMPAR                  31,04        31,04",,31.04,31.04,31.04,2183,6766.72
2019-02-01,"678001                   SOMOCER                  1,05         1,05",,1.07,1.03,1.08,104879931,11538.09
2019-02-01,"729001                   SOPAT                    1,64         1,64",,1.71,1.7,1.71,603815,10308.75
2019-02-01,"653001                   SOTETEL                  5,78         5,74",,5.82,5.7,5.9,1346449,77220.59
2019-02-01,"763001                   SOTIPAPIER               4,68         4,68",,4.65,4.54,4.65,326617,14921.51
2019-02-01,"666001                   SOTRAPIL                 16,5         16,5",,16.8,16.55,16.8,202,331.25
2019-02-01,"658001                   SOTUMAG                   2,3         2,27",,2.33,2.3,2.33,457624,10543.86
2019-02-01,"656001                   SOTUVER                   8,7          8,7",,8.59,8.5,8.7,20147501,74017.48
2019-02-01,"606001                   STAR                   135,72       135,72",136.9137,137.0,136.9,137.0,752,10274.9
2019-02-01,"260095                   STB                      3,68         3,68",,3.69,3.6,3.69,586121,21247.09
2019-02-01,"744001                   TELNET HOLDING            9,6          9,6",,9.56,9.4,9.63,179720,16974.36
2019-02-01,"727001                   TPR                      4,86         4,77",,4.79,4.79,4.86,1238810,59816.99
2019-02-01,738001                   TUNIS RE                    8            8,88.0,8.0,7.81,8.0,4324,3451.82
2019-02-01,"120040                   TUNISAIR                  ,78          ,78",,0.76,0.76,0.79,4762664,36206.66
2019-02-01,"210090                   TUNISIE LEASING F       14,79        14,79",,14.8,14.35,14.8,817,1185.84
2019-02-01,"769001                   UADH                      1,9         1,87",,1.85,1.85,1.9,67510,
2019-02-01,"390010                   UIB                      23,6         23,6",23.4523,23.0,22.9,23.45,7015311,61826.91
2019-02-01,"772001                   UNIMED                    8,2          8,3",8.28,8.0,8.0,8.2,2223649,179250.0
2019-02-01,"720001                   WIFACK INT BANK           7,2          7,2",,7.15,7.14,7.15,4205,3001.85
2019-02-01,"230035                   AIR LIQUDE TSIE         87,52        84,99",,87.52,87.52,87.52,11,87.52
2019-02-01,380070                   ALKIMIA                    44           44,0.0,44.0,0.0,0.0,0,
2019-02-01,"655001                   ASSURANCES SALIM         33,4         33,4",0.0,33.4,0.0,0.0,0,
2019-02-01,"300045                   ASTREE                  38,12        37,01",38.1238,38.0,38.0,38.12,402,1523.36
2019-02-01,"758001                   BEST LEASE               1,85         1,85",,1.85,1.85,1.85,5201,962.0
2019-02-01,"130055                   BTE (ADP)               11,58        11,25",,11.58,11.58,11.58,51,57.9
2019-02-01,"735001                   CIMENTS DE BIZERTE       2,07         2,07",0.0,2.07,0.0,0.0,0,
2019-02-01,"330090                   ELBENE INDUSTRIE         2,82         2,82",0.0,2.82,0.0,0.0,0,
2019-02-01,"672004                   MODERN LEASING           3,21         3,21",,3.2,3.2,3.2,772,246.4
2019-02-01,"250065                   PLAC. TSIE-SICAF        46,11        46,11",0.0,46.11,0.0,0.0,0,
2019-02-01,"667001                   SIPHAT                   2,85         2,85",,2.9,2.85,2.9,1052,299.5
2019-02-01,"718001                   SITS                     1,93         1,93",,1.85,1.85,1.85,1434,264.55
2019-02-01,140070                   SPDIT - SICAF              10           10,0.0,10.0,0.0,0.0,0,
2019-02-01,"664001                   STEQ                     5,95         5,95",0.0,6.21,0.0,0.0,0,
2019-02-01,"410020                   TUNINVEST-SICAR          6,32         6,32",0.0,6.32,0.0,0.0,0,
2019-02-01,240050                   UBCI                       23           23,0.0,23.0,0.0,0.0,0,
2019-02-01,"768001                   ASS MULTI ITTIHAD        5,39         5,24",,5.35,5.35,5.39,142111,7658.55
2019-02-01,"430030                   SITEX                     6,3          6,3",0.0,6.3,0.0,0.0,0,
2019-02-01,"617001                   STE TUN. DU SUCRE       12,69        12,69",0.0,12.69,0.0,0.0,0,
2019-03-01,"725001                   ADWYA                    4,77          4,8",,4.63,4.63,4.77,329015,15305.07
2019-03-01,"340005                   AMEN BANK               27,75        27,75",,27.7,27.7,27.78,2398,6626.21
2019-03-01,"730001                   ARTES                    6,28         6,28",,6.3,6.29,6.34,328814,20789.07
2019-03-01,"714001                   ASSAD                    8,02         8,02",,8.38,8.01,8.38,901555,74207.61
2019-03-01,"360035                   ATB                      3,65         3,65",,3.64,3.64,3.65,24956,9106.5
2019-03-01,"774001                   ATELIER MEUBLE INT        4,2          4,2",,4.17,4.13,4.2,230911,9566.08
2019-03-01,"470010                   ATL                      2,63         2,63",,2.69,2.65,2.7,12927,3465.38
2019-03-01,"160015                   ATTIJARI BANK            41,2           41",,41.5,41.0,41.8,2852381,17304.11
2019-03-01,"661001                   ATTIJARI LEASING         16,1         16,1",,16.1,16.1,16.1,841,1352.4
2019-03-01,"190060                   BH                      12,66        12,66",,12.92,12.66,12.92,418517,53043.0
2019-03-01,180045                   BIAT                      120          118,120117.85,117.85,117.0,120.0,1230461,45194.48
2019-03-01,310060                   BNA                        14           14,,13.75,13.7,14.0,354721,49089.65
2019-03-01,"220005                   BT                        7,8          7,8",,7.8,7.76,7.8,21398301,66828.78
2019-03-01,"759001                   CELLCOM                  1,56         1,55",,1.6,1.55,1.6,120617,1916.68
2019-03-01,420085                   CIL                        16           16,,16.72,15.98,16.72,37112,5981.55
2019-03-01,"755001                   CITY CARS               11,35        11,35",,11.34,11.2,11.34,13952,15679.3
2019-03-01,"767001                   DELICE HOLDING          13,56        13,56",,13.16,13.16,13.16,431515,56785.4
2019-03-01,"665001                   ELECTROSTAR              1,35         1,35",,1.33,1.33,1.35,94313,1259.78
2019-03-01,"741001                   ENNAKL AUTOMOBILES      12,14        12,14",1212.12,12.12,12.0,12.19,317623,38221.68
2019-03-01,"721001                   ESSOUKNA                 2,57         2,57",,2.56,2.56,2.57,2103,537.7
2019-03-01,"757001                   EURO-CYCLES              18,3         18,3",,18.03,18.0,18.3,14180612,55929.51
2019-03-01,"713001                   GIF-FILTER               1,02         1,02",11.02,1.02,0.99,1.02,213216,2138.19
2019-03-01,"731013                   HANNIBAL LEASE           7,68         7,68",0.0,7.68,0.0,0.0,0,
2019-03-01,"320075                   ICF                    183,29          181",183.2918,180.0,177.8,183.29,1434802,56275.16
2019-03-01,644001                   MAGASIN GENERAL            39           39,0.0,39.0,0.0,0.0,0,
2019-03-01,"100010                   MONOPRIX                 7,71         7,71",,7.5,7.5,7.62,3426,2585.85
2019-03-01,"762001                   MPBS                      3,4          3,4",,3.3,3.3,3.31,5503,1818.0
2019-03-01,"753001                   ONE TECH HOLDING        15,73        15,73",,15.85,15.7,15.94,8063451,26948.97
2019-03-01,"570001                   POULINA GP HOLDING       12,5         12,5",,12.5,12.2,12.5,127011,15575.0
2019-03-01,761001                   SAH                        11           11,1111.05,11.05,11.0,11.18,1016851,112573.7
2019-03-01,"110025                   SFBT                     23,6         23,5",,23.59,23.45,23.6,8837462,8255.01
2019-03-01,"659001                   SIAME                    2,54         2,54",,2.49,2.47,2.5,24794,6156.91
2019-03-01,"400005                   SIMPAR                  31,04        31,04",0.0,31.04,0.0,0.0,0,
2019-03-01,"678001                   SOMOCER                  1,07         1,07",,1.07,1.05,1.07,5040755,53439.06
2019-03-01,"729001                   SOPAT                    1,75         1,71",,1.74,1.7,1.75,1258525,21726.97
2019-03-01,"653001                   SOTETEL                  5,82         5,82",,5.75,5.65,5.91,1565165,90384.71
2019-03-01,"763001                   SOTIPAPIER               4,65         4,65",,4.77,4.64,4.78,33723631,58460.07
2019-03-01,"666001                   SOTRAPIL                 16,8         16,8",,16.7,16.55,16.8,3089,5124.1
2019-03-01,"658001                   SOTUMAG                  2,33         2,33",,2.33,2.33,2.37,249127,5837.64
2019-03-01,"656001                   SOTUVER                  8,59         8,59",,8.83,8.59,8.84,944449,81591.89
2019-03-01,606001                   STAR                      137          137,0.0,132.89,0.0,0.0,0,
2019-03-01,"260095                   STB                       3,6         3,69",,3.56,3.53,3.6,253221,9024.24
2019-03-01,"744001                   TELNET HOLDING           9,54         9,56",,9.53,9.48,9.54,533826,50811.8
2019-03-01,"727001                   TPR                      4,79         4,79",,4.69,4.65,4.71,652123,30513.09
2019-03-01,738001                   TUNIS RE                    8            8,0.0,8.0,0.0,0.0,0,
2019-03-01,"120040                   TUNISAIR                  ,76          ,76",,0.74,0.74,0.76,4877562,36339.34
2019-03-01,"210090                   TUNISIE LEASING F        14,8         14,8",,14.36,14.36,14.36,4108,5887.6
2019-03-01,"769001                   UADH                      1,8         1,85",,1.87,1.8,1.87,150319,2752.6
2019-03-01,390010                   UIB                        23           23,,22.9,22.02,22.99,129314,28602.76
2019-03-01,772001                   UNIMED                      8            8,,7.9,7.9,8.08,25229201,99314.54
2019-03-01,"720001                   WIFACK INT BANK          7,15         7,15",,7.08,7.08,7.1,7874,5576.26
2019-03-01,"230035                   AIR LIQUDE TSIE         87,52        87,52",0.0,87.52,0.0,0.0,0,
2019-03-01,380070                   ALKIMIA                    44           44,0.0,44.0,0.0,0.0,0,
2019-03-01,"655001                   ASSURANCES SALIM         33,4         33,4",0.0,31.9,0.0,0.0,0,
2019-03-01,300045                   ASTREE                     38           38,3838.0,38.0,38.0,38.0,221,836.0
2019-03-01,"758001                   BEST LEASE                1,8         1,85",,1.8,1.8,1.8,2002,360.0
2019-03-01,"130055                   BTE (ADP)               11,57        11,58",,11.57,11.57,11.57,12801,14809.6
2019-03-01,"735001                   CIMENTS DE BIZERTE       2,07         2,07",0.0,1.98,0.0,0.0,0,
2019-03-01,"330090                   ELBENE INDUSTRIE         2,82         2,82",0.0,2.82,0.0,0.0,0,
2019-03-01,"672004                   MODERN LEASING            3,2          3,2",0.0,3.2,0.0,0.0,0,
2019-03-01,"250065                   PLAC. TSIE-SICAF        46,11        46,11",0.0,46.11,0.0,0.0,0,
2019-03-01,"667001                   SIPHAT                    2,9          2,9",,2.95,2.9,2.95,1885,548.2
2019-03-01,"718001                   SITS                     1,85         1,85",,1.77,1.77,1.77,7195,1272.63
2019-03-01,140070                   SPDIT - SICAF              10           10,0.0,9.7,0.0,0.0,0,
2019-03-01,"664001                   STEQ                     6,21         6,21",0.0,6.48,0.0,0.0,0,
2019-03-01,"410020                   TUNINVEST-SICAR           6,3         6,32",,6.3,6.3,6.3,1451,913.5
2019-03-01,240050                   UBCI                       23           23,0.0,23.0,0.0,0.0,0,
2019-03-01,"768001                   ASS MULTI ITTIHAD        5,29         5,35",,5.06,5.29,5.29,101,
2019-03-01,"430030                   SITEX                     6,3          6,3",0.0,6.3,0.0,0.0,0,
2019-03-01,"617001                   STE TUN. DU SUCRE       12,69        12,69",0.0,12.69,0.0,0.0,0,
2019-04-01,"725001                   ADWYA                    4,74         4,63",,4.74,4.74,4.75,326414,15478.97
2019-04-01,"340005                   AMEN BANK                27,7         27,7",,27.59,27.5,27.7,340516,936407.2
2019-04-01,"730001                   ARTES                    6,34          6,3",,6.31,6.3,6.34,32117,20351.12
2019-04-01,"714001                   ASSAD                     8,4         8,38",,8.77,8.4,8.89,370011213,23085.12
2019-04-01,"360035                   ATB                      3,64         3,64",,3.7,3.66,3.7,5254,1922.46
2019-04-01,"774001                   ATELIER MEUBLE INT        4,2         4,17",,4.31,4.13,4.32,565128,23895.19
2019-04-01,"470010                   ATL                      2,69         2,69",,2.69,2.66,2.69,21499,5734.65
2019-04-01,"160015                   ATTIJARI BANK            41,5         41,5",,41.2,41.2,41.5,293028,120814.8
2019-04-01,"661001                   ATTIJARI LEASING         16,1         16,1",,16.35,15.62,16.35,444,691.45
2019-04-01,"190060                   BH                      12,92        12,92",,12.7,12.7,12.81,79811,10151.26
2019-04-01,"180045                   BIAT                   117,99       117,85",117.99117,117.0,116.11,117.99,942381,10249.68
2019-04-01,"310060                   BNA                     13,75        13,75",,13.6,13.58,13.75,27763683,77613.05
2019-04-01,"220005                   BT                        7,8          7,8",,7.74,7.74,7.8,17138301,33008.31
2019-04-01,"759001                   CELLCOM                   1,6          1,6",,1.69,1.6,1.69,514820,8275.2
2019-04-01,"420085                   CIL                     16,72        16,72",,17.2,16.72,17.2,1204,2039.05
2019-04-01,"755001                   CITY CARS               11,34        11,34",,11.34,11.34,11.34,3391,3844.26
2019-04-01,"767001                   DELICE HOLDING           13,5        13,16",,13.16,13.16,13.5,28008,37619.0
2019-04-01,"665001                   ELECTROSTAR              1,33         1,33",,1.38,1.33,1.38,2555,342.3
2019-04-01,"741001                   ENNAKL AUTOMOBILES      12,12        12,12",,12.1,12.0,12.12,124526,15024.0
2019-04-01,"721001                   ESSOUKNA                 2,56         2,56",,2.71,2.56,2.71,295033,7739.93
2019-04-01,"757001                   EURO-CYCLES              18,2        18,03",,18.74,18.2,18.74,11842722,20620.05
2019-04-01,"713001                   GIF-FILTER               1,02         1,02",11.01,1.01,0.99,1.02,436413,4365.78
2019-04-01,"731013                   HANNIBAL LEASE           7,68         7,68",0.0,7.68,0.0,0.0,0,
2019-04-01,320075                   ICF                       181          180,181179.7,179.7,177.8,181.01,1262752,25672.77
2019-04-01,644001                   MAGASIN GENERAL            39           39,0.0,39.0,0.0,0.0,0,
2019-04-01,"100010                   MONOPRIX                  7,5          7,5",,7.37,7.37,7.5,187419,13833.9
2019-04-01,"762001                   MPBS                     3,39          3,3",,3.38,3.3,3.39,516713,17258.39
2019-04-01,"753001                   ONE TECH HOLDING         15,9        15,85",,15.79,15.79,15.9,404418,63964.6
2019-04-01,"570001                   POULINA GP HOLDING       12,5         12,5",,12.5,12.5,12.5,301,375.0
2019-04-01,"761001                   SAH                     11,15        11,05",,11.22,11.15,11.47,326827,36692.33
2019-04-01,"110025                   SFBT                     23,6        23,59",,23.55,23.55,23.7,14696703,46725.14
2019-04-01,"659001                   SIAME                    2,49         2,49",,2.42,2.42,2.42,100405,24296.8
2019-04-01,"400005                   SIMPAR                  31,04        31,04",0.0,31.04,0.0,0.0,0,
2019-04-01,"678001                   SOMOCER                  1,07         1,07",,1.1,1.04,1.1,1240881471,32939.22
2019-04-01,"729001                   SOPAT                    1,74         1,74",,1.73,1.71,1.73,451010,7757.3
2019-04-01,"653001                   SOTETEL                  5,75         5,75",,5.58,5.58,5.69,30897501,72975.09
2019-04-01,"763001                   SOTIPAPIER               4,79         4,77",,4.85,4.79,4.93,1765062,86183.76
2019-04-01,"666001                   SOTRAPIL                16,99         16,7",,16.62,16.62,16.99,4506,7590.2
2019-04-01,"658001                   SOTUMAG                  2,36         2,33",,2.4,2.34,2.43,305026,7228.47
2019-04-01,"656001                   SOTUVER                  8,89         8,83",,8.94,8.83,9.09,665761875,94577.45
2019-04-01,"606001                   STAR                   132,89       132,89",,131.99,131.99,131.99,302,3959.7
2019-04-01,"260095                   STB                      3,56         3,56",,3.66,3.58,3.66,675631,24267.6
2019-04-01,"744001                   TELNET HOLDING           9,52         9,53",,9.7,9.52,9.7,24625762,37130.44
2019-04-01,"727001                   TPR                      4,68         4,69",,4.68,4.6,4.68,2070139,95936.75
2019-04-01,"738001                   TUNIS RE                 7,79            8",7.798,8.0,7.74,8.0,120110,9360.71
2019-04-01,"120040                   TUNISAIR                  ,74          ,74",,0.72,0.72,0.74,6133965,
2019-04-01,"210090                   TUNISIE LEASING F       14,36        14,36",,14.53,14.36,14.61,4528,6543.57
2019-04-01,"769001                   UADH                     1,88         1,87",,1.89,1.83,1.9,188914,3485.94
2019-04-01,"390010                   UIB                      22,9         22,9",,22.5,22.32,22.65,1186531,266224.9
2019-04-01,"772001                   UNIMED                    7,9          7,9",,7.78,7.78,7.9,1091429,85647.57
2019-04-01,"720001                   WIFACK INT BANK          7,08         7,08",,7.08,7.08,7.08,43010,3044.4
2019-04-01,"230035                   AIR LIQUDE TSIE         87,52        87,52",0.0,83.59,0.0,0.0,0,
2019-04-01,380070                   ALKIMIA                    44           44,0.0,44.0,0.0,0.0,0,
2019-04-01,"655001                   ASSURANCES SALIM         31,9         31,9",0.0,31.9,0.0,0.0,0,
2019-04-01,300045                   ASTREE                     38           38,0.0,38.0,0.0,0.0,0,
2019-04-01,"758001                   BEST LEASE                1,8          1,8",,1.8,1.8,1.8,182768,32896.8
2019-04-01,"130055                   BTE (ADP)               11,55        11,57",,11.55,11.55,11.55,22351,25814.25
2019-04-01,"735001                   CIMENTS DE BIZERTE       1,98         1,98",,2.03,2.03,2.03,50001,10150.0
2019-04-01,"330090                   ELBENE INDUSTRIE         2,82         2,82",0.0,2.82,0.0,0.0,0,
2019-04-01,"672004                   MODERN LEASING           3,11          3,2",,3.2,3.11,3.11,67621,21029.82
2019-04-01,"250065                   PLAC. TSIE-SICAF        46,11        46,11",0.0,46.11,0.0,0.0,0,
2019-04-01,"667001                   SIPHAT                      3         2,95",33.04,3.04,3.0,3.04,7997,2401.0
2019-04-01,"718001                   SITS                     1,77         1,77",,1.78,1.78,1.78,1001,178.0
2019-04-01,"140070                   SPDIT - SICAF            9,69          9,7",,9.69,9.69,9.69,2002,1938.0
2019-04-01,"664001                   STEQ                     6,48         6,48",0.0,6.77,0.0,0.0,0,
2019-04-01,"410020                   TUNINVEST-SICAR           6,3          6,3",,6.3,6.3,6.3,2001,1260.0
2019-04-01,240050                   UBCI                       23           23,0.0,23.0,0.0,0.0,0,
2019-04-01,"768001                   ASS MULTI ITTIHAD        5,06         5,06",0.0,4.84,0.0,0.0,0,
2019-04-01,"430030                   SITEX                     6,3          6,3",0.0,6.3,0.0,0.0,0,
2019-04-01,"617001                   STE TUN. DU SUCRE       12,69        12,69",0.0,12.69,0.0,0.0,0,
2019-07-01,"725001                   ADWYA                    4,74         4,74",,4.74,4.74,4.74,5052,2393.7
2019-07-01,"340005                   AMEN BANK               27,59        27,59",,27.57,27.4,27.59,25810,7110.03
2019-07-01,"730001                   ARTES                    6,34         6,31",,6.34,6.34,6.4,8275,5249.0
2019-07-01,"714001                   ASSAD                    8,77         8,77",,8.83,8.7,8.87,15644591,37442.53
2019-07-01,"360035                   ATB                       3,7          3,7",,3.65,3.6,3.7,101757,37342.26
2019-07-01,"774001                   ATELIER MEUBLE INT       4,42         4,31",,4.31,4.31,4.42,15447,6717.49
2019-07-01,"470010                   ATL                      2,69         2,69",,2.68,2.66,2.68,14755,3944.62
2019-07-01,"160015                   ATTIJARI BANK            41,2         41,2",41.241,41.0,40.82,41.2,2646341,8410.95
2019-07-01,"661001                   ATTIJARI LEASING        16,35        16,35",,16.35,16.35,16.35,21,32.7
2019-07-01,"190060                   BH                       12,7         12,7",,12.51,12.51,12.7,8255291,4493.47
2019-07-01,180045                   BIAT                      117          117,117114.01,114.01,114.01,117.0,1612481,87612.03
2019-07-01,"310060                   BNA                     13,99         13,6",,13.58,13.58,13.99,594624,81231.13
2019-07-01,"220005                   BT                       7,75         7,74",,7.76,7.72,7.85,22443291,75098.65
2019-07-01,"759001                   CELLCOM                   1,7         1,69",,1.75,1.7,1.75,1303,222.5
2019-07-01,"420085                   CIL                      17,2         17,2",1717.0,17.0,17.0,17.0,64905,110330.0
2019-07-01,"755001                   CITY CARS               11,34        11,34",,11.2,11.2,11.25,11253,12632.25
2019-07-01,"767001                   DELICE HOLDING          13,16        13,16",,12.8,12.8,13.01,9234401,18565.54
2019-07-01,"665001                   ELECTROSTAR              1,38         1,38",,1.37,1.37,1.38,24437,3370.93
2019-07-01,"741001                   ENNAKL AUTOMOBILES       12,1         12,1",12.112,12.0,11.98,12.1,138511,16632.9
2019-07-01,"721001                   ESSOUKNA                 2,74         2,71",,2.86,2.74,2.86,529648,14981.47
2019-07-01,"757001                   EURO-CYCLES             18,74        18,74",,18.74,18.35,18.74,199240,37226.88
2019-07-01,"713001                   GIF-FILTER                  1         1,01",11.01,1.01,1.0,1.01,622618,6227.61
2019-07-01,"731013                   HANNIBAL LEASE           7,68         7,68",0.0,7.68,0.0,0.0,0,
2019-07-01,"320075                   ICF                     179,7        179,7",,179.6,178.0,179.7,880551,57246.22
2019-07-01,644001                   MAGASIN GENERAL            39           39,,38.5,38.5,38.5,91,346.5
2019-07-01,"100010                   MONOPRIX                 7,37         7,37",,7.49,7.49,7.5,5002,3747.0
2019-07-01,"762001                   MPBS                      3,4         3,38",,3.49,3.38,3.5,1398739,47849.21
2019-07-01,"753001                   ONE TECH HOLDING        15,35        15,79",,15.79,15.33,15.79,250925,39267.89
2019-07-01,"570001                   POULINA GP HOLDING       12,5         12,5",,12.49,12.49,12.5,19807,24735.33
2019-07-01,"761001                   SAH                     11,31        11,22",,11.34,11.31,11.47,222015,25149.3
2019-07-01,"110025                   SFBT                    23,51        23,55",,23.56,23.51,23.6,5015461,18168.01
2019-07-01,"659001                   SIAME                    2,42         2,42",,2.46,2.42,2.46,63502,15367.16
2019-07-01,"400005                   SIMPAR                  31,04        31,04",3131.0,31.0,31.0,31.0,701,2170.0
2019-07-01,"678001                   SOMOCER                   1,1          1,1",,1.13,1.09,1.14,921661471,3603.83
2019-07-01,"729001                   SOPAT                    1,74         1,73",,1.73,1.7,1.74,970022,16809.5
2019-07-01,"653001                   SOTETEL                  5,58         5,58",,5.9,5.42,5.9,717322254,7688.27
2019-07-01,"763001                   SOTIPAPIER                4,8         4,85",,4.85,4.79,4.85,1176440,56583.48
2019-07-01,"666001                   SOTRAPIL                16,62        16,62",,16.9,16.6,16.9,72614,12158.46
2019-07-01,"658001                   SOTUMAG                   2,4          2,4",,2.54,2.45,2.54,969857,24096.42
2019-07-01,"656001                   SOTUVER                  8,94         8,94",,8.75,8.72,8.94,15998601,40303.43
2019-07-01,"606001                   STAR                   131,99       131,99",0.0,131.99,0.0,0.0,0,
2019-07-01,"260095                   STB                      3,72         3,66",,3.72,3.72,3.78,461434,17222.51
2019-07-01,"744001                   TELNET HOLDING            9,7          9,7",,10.28,9.78,10.28,13649621,38092.94
2019-07-01,"727001                   TPR                      4,69         4,68",,4.71,4.68,4.71,894519,41989.21
2019-07-01,738001                   TUNIS RE                    8            8,0.0,8.0,0.0,0.0,0,
2019-07-01,"120040                   TUNISAIR                  ,72          ,72",,0.69,0.69,0.71,6434573,44856.09
2019-07-01,"210090                   TUNISIE LEASING F       14,53        14,53",,14.8,14.8,14.8,2663,3936.8
2019-07-01,"769001                   UADH                     1,89         1,89",,1.89,1.89,1.9,28910,546.42
2019-07-01,"390010                   UIB                      22,5         22,5",,22.35,22.2,22.37,288825,64550.06
2019-07-01,"772001                   UNIMED                   8,01         7,78",,7.78,7.78,8.01,1207832,94206.61
2019-07-01,"720001                   WIFACK INT BANK          7,08         7,08",6.997,7.0,6.99,7.0,81013,5662.01
2019-07-01,"230035                   AIR LIQUDE TSIE          81,1        83,59",,81.14,81.1,81.14,72,567.82
2019-07-01,380070                   ALKIMIA                    44           44,0.0,44.0,0.0,0.0,0,
2019-07-01,"655001                   ASSURANCES SALIM         31,9         31,9",0.0,31.9,0.0,0.0,0,
2019-07-01,300045                   ASTREE                     38           38,0.0,38.0,0.0,0.0,0,
2019-07-01,"758001                   BEST LEASE                1,8          1,8",0.0,1.8,0.0,0.0,0,
2019-07-01,"130055                   BTE (ADP)               11,55        11,55",0.0,11.55,0.0,0.0,0,
2019-07-01,"735001                   CIMENTS DE BIZERTE       2,03         2,03",,2.02,2.02,2.02,12801,2585.6
2019-07-01,"330090                   ELBENE INDUSTRIE         2,82         2,82",0.0,2.82,0.0,0.0,0,
2019-07-01,"672004                   MODERN LEASING           3,23          3,2",,3.23,3.23,3.23,1949718,62975.31
2019-07-01,"250065                   PLAC. TSIE-SICAF        46,11        46,11",0.0,46.11,0.0,0.0,0,
2019-07-01,"667001                   SIPHAT                   3,05         3,04",,3.05,3.05,3.05,401,122.0
2019-07-01,"718001                   SITS                     1,78         1,78",0.0,1.78,0.0,0.0,0,
2019-07-01,"140070                   SPDIT - SICAF            9,69         9,69",,9.7,9.7,9.7,1001,970.0
2019-07-01,"664001                   STEQ                     6,77         6,77",0.0,7.07,0.0,0.0,0,
2019-07-01,"410020                   TUNINVEST-SICAR           6,3          6,3",,6.3,6.3,6.3,581,365.4
2019-07-01,240050                   UBCI                       23           23,2323.0,23.0,23.0,23.0,21405,49220.0
2019-07-01,"768001                   ASS MULTI ITTIHAD        4,84         4,84",0.0,4.63,0.0,0.0,0,
2019-07-01,"430030                   SITEX                     6,3          6,3",0.0,6.3,0.0,0.0,0,
2019-07-01,"617001                   STE TUN. DU SUCRE       12,69        12,69",0.0,12.69,0.0,0.0,0,
2019-08-01,"725001                   ADWYA                    4,74         4,74",,4.74,4.6,4.74,218723,10275.51
2019-08-01,"340005                   AMEN BANK               27,56        27,57",,27.48,27.0,27.56,24810,6755.16
