SEANCE,CODE,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,CAPITAUX
2019-04-26,"617001                   STE TUN. DU SUCRE       12,37        12,37",0.0,12.37,0.0,0.0,0,
2019-04-29,"725001                   ADWYA                     4,4          4,4",,4.4,4.35,4.5,13238,5814.0
2019-04-29,"340005                   AMEN BANK               25,55        25,54",,25.55,25.55,25.55,2124,5416.6
2019-04-29,"730001                   ARTES                    6,12         6,12",6.126,6.0,6.0,6.12,324017,19592.0
2019-04-29,"714001                   ASSAD                    7,93          7,7",,7.7,7.7,7.93,4165,3203.43
2019-04-29,360035                   ATB                         3            3,,2.91,2.91,2.91,14064,4091.46
2019-04-29,"774001                   ATELIER MEUBLE INT       4,14         4,07",,4.14,4.14,4.14,9887,4090.32
2019-04-29,"470010                   ATL                      2,15         2,15",,2.1,2.1,2.14,32479,6841.9
2019-04-29,"160015                   ATTIJARI BANK            35,8         35,8",,35.79,35.35,36.45,2842511,2105.79
2019-04-29,"661001                   ATTIJARI LEASING        13,72        13,72",,13.99,13.5,13.99,253,339.95
2019-04-29,"190060                   BH                       14,4        14,37",,14.6,14.4,14.6,1204,1741.8
2019-04-29,"180045                   BIAT                      116        115,1",116115.0,115.0,113.6,116.0,18251592,98804.1
2019-04-29,"310060                   BNA                     11,87        11,87",,11.87,11.87,11.9,10416,12356.79
2019-04-29,"220005                   BT                        7,8          7,8",,7.8,7.71,7.8,15408261,19765.68
2019-04-29,"759001                   CELLCOM                  1,77         1,77",,1.78,1.78,1.78,1461,259.88
2019-04-29,"420085                   CIL                     14,19        14,19",,14.19,14.19,14.19,20002,28380.0
2019-04-29,755001                   CITY CARS                  11           11,1111.0,11.0,11.0,11.14,16550741,83014.12
2019-04-29,"767001                   DELICE HOLDING           11,5         11,5",,11.2,11.16,11.51,281812,31719.19
2019-04-29,"665001                   ELECTROSTAR              1,05         1,05",,1.08,1.03,1.08,4487,474.64
2019-04-29,"741001                   ENNAKL AUTOMOBILES       11,7        11,88",,11.88,11.7,11.88,2609,3047.4
2019-04-29,"721001                   ESSOUKNA                 2,13         2,07",,2.1,2.1,2.13,122,25.26
2019-04-29,"757001                   EURO-CYCLES             16,78         16,3",,16.69,16.28,16.78,388459,63309.02
2019-04-29,"713001                   GIF-FILTER                ,92          ,92",0.0,0.9,0.0,0.0,0,
2019-04-29,"731013                   HANNIBAL LEASE           6,72         6,72",,6.9,6.9,6.9,51,34.5
2019-04-29,"320075                   ICF                       195       197,88",195194.8,194.8,186.23,195.0,1498722,84416.04
2019-04-29,644001                   MAGASIN GENERAL            34           34,,34.45,34.45,34.45,902,3100.5
2019-04-29,"100010                   MONOPRIX                 8,01            8",,8.37,8.01,8.37,41340129,343816.5
2019-04-29,"762001                   MPBS                     5,98         5,98",,5.95,5.86,5.98,22673341,34339.74
2019-04-29,"753001                   ONE TECH HOLDING        15,74         15,7",,15.68,15.5,15.74,89712,14086.68
2019-04-29,"570001                   POULINA GP HOLDING      12,24        12,23",,11.9,11.9,12.24,804,956.72
2019-04-29,"761001                   SAH                      10,6         10,6",,10.4,10.29,10.57,231425,24012.32
2019-04-29,"110025                   SFBT                     23,2         23,2",23.323,23.0,23.0,23.3,334831,77105.65
2019-04-29,"659001                   SIAME                     2,7          2,7",0.0,2.7,0.0,0.0,0,
2019-04-29,"400005                   SIMPAR                   32,7         32,7",,31.73,31.73,31.73,2501,7932.5
2019-04-29,"678001                   SOMOCER                  1,07         1,07",,1.05,1.03,1.06,5804186,60692.09
2019-04-29,"729001                   SOPAT                    1,97         1,97",,2.05,2.05,2.05,1052214,21570.1
2019-04-29,"653001                   SOTETEL                   6,5          6,5",,6.32,6.31,6.48,1016931,64172.31
2019-04-29,"763001                   SOTIPAPIER               6,47         6,44",,6.38,6.29,6.47,594017,37407.65
2019-04-29,"666001                   SOTRAPIL                15,55        15,84",,15.38,15.38,15.55,3786,5828.7
2019-04-29,"658001                   SOTUMAG                  2,52         2,52",0.0,2.52,0.0,0.0,0,
2019-04-29,"656001                   SOTUVER                   9,6          9,6",,9.56,9.5,9.6,271714,25951.4
2019-04-29,606001                   STAR                      132          132,0.0,132.0,0.0,0.0,0,
2019-04-29,"260095                   STB                      3,64         3,64",0.0,3.64,0.0,0.0,0,
2019-04-29,"744001                   TELNET HOLDING          11,49        11,49",,11.25,11.15,11.49,740858,83496.58
2019-04-29,"727001                   TPR                      4,95         4,93",,4.89,4.89,4.95,417020,20451.2
2019-04-29,"738001                   TUNIS RE                  7,6         7,61",,7.65,7.6,7.65,213,160.1
2019-04-29,"120040                   TUNISAIR                   ,7           ,7",,0.69,0.68,0.7,475018,3255.31
2019-04-29,"210090                   TUNISIE LEASING F       10,25        10,27",,10.14,9.96,10.25,12896,12848.08
2019-04-29,"769001                   UADH                      1,3         1,34",,1.3,1.27,1.3,950518,12251.65
2019-04-29,"390010                   UIB                     21,44        21,44",,21.43,21.4,21.44,2004,4283.04
2019-04-29,"772001                   UNIMED                  10,35         10,5",,10.35,10.22,10.49,1007434,104172.1
2019-04-29,"720001                   WIFACK INT BANK          6,15         6,15",66.1,6.1,6.0,6.1,6003,3640.0
2019-04-29,"230035                   AIR LIQUDE TSIE         92,39        92,49",,92.39,92.39,92.39,32,277.17
2019-04-29,"380070                   ALKIMIA                  42,1         42,1",0.0,42.1,0.0,0.0,0,
2019-04-29,"655001                   ASSURANCES SALIM        25,68        25,68",0.0,25.68,0.0,0.0,0,
2019-04-29,"300045                   ASTREE                   37,2         37,2",0.0,37.2,0.0,0.0,0,
2019-04-29,"758001                   BEST LEASE               1,85         1,85",0.0,1.85,0.0,0.0,0,
2019-04-29,"130055                   BTE (ADP)               10,28        10,29",,10.28,10.28,10.28,51,51.4
2019-04-29,"735001                   CIMENTS DE BIZERTE       1,18         1,18",0.0,1.18,0.0,0.0,0,
2019-04-29,"330090                   ELBENE INDUSTRIE          1,3          1,3",0.0,1.35,0.0,0.0,0,
2019-04-29,"672004                   MODERN LEASING           2,26         2,26",0.0,2.26,0.0,0.0,0,
2019-04-29,250065                   PLAC. TSIE-SICAF           42           42,0.0,42.0,0.0,0.0,0,
2019-04-29,"667001                   SIPHAT                    5,4          5,4",,5.63,5.63,5.64,8209,4617.2
2019-04-29,"718001                   SITS                     1,59         1,59",0.0,1.59,0.0,0.0,0,
2019-04-29,"140070                   SPDIT - SICAF            9,39         9,39",,9.2,9.2,9.2,15004,13800.0
2019-04-29,"664001                   STEQ                     5,51         5,51",0.0,5.75,0.0,0.0,0,
2019-04-29,410020                   TUNINVEST-SICAR             6            6,0.0,6.0,0.0,0.0,0,
2019-04-29,"240050                   UBCI                    25,98        25,98",0.0,25.98,0.0,0.0,0,
2019-04-29,"768001                   ASS MULTI ITTIHAD        4,21         4,33",,4.33,4.2,4.33,306217,13155.96
2019-04-29,"430030                   SITEX                    6,88         6,88",0.0,7.18,0.0,0.0,0,
2019-04-29,"617001                   STE TUN. DU SUCRE       12,37        12,37",0.0,12.37,0.0,0.0,0,
2019-04-30,"725001                   ADWYA                     4,4          4,4",,4.4,4.4,4.4,6025,2648.8
2019-04-30,"340005                   AMEN BANK               25,55        25,55",,25.54,25.0,25.55,66912,16816.61
2019-04-30,730001                   ARTES                       6            6,65.96,5.96,5.96,6.0,12017,7181.78
2019-04-30,"714001                   ASSAD                     7,7          7,7",,7.9,7.47,7.93,16002431,19766.77
2019-04-30,"360035                   ATB                      2,91         2,91",,2.99,2.83,2.99,440523,12736.68
2019-04-30,"774001                   ATELIER MEUBLE INT       4,14         4,14",,4.14,4.02,4.15,6906,2775.46
2019-04-30,"470010                   ATL                       2,1          2,1",,2.04,2.04,2.1,612523,12712.75
2019-04-30,"160015                   ATTIJARI BANK            36,1        35,79",,36.1,36.0,36.46,3930231,41539.06
2019-04-30,"661001                   ATTIJARI LEASING        13,95        13,99",,13.58,13.58,14.36,307,416.98
2019-04-30,"190060                   BH                       14,6         14,6",,14.35,14.35,14.58,1134,1625.04
2019-04-30,"180045                   BIAT                   114,02          115",,115.21,114.02,117.44,123444614,21327.93
2019-04-30,"310060                   BNA                     11,89        11,87",,11.9,11.7,11.9,144111,16968.14
2019-04-30,"220005                   BT                        7,8          7,8",,7.8,7.71,7.8,1061730,82752.83
2019-04-30,"759001                   CELLCOM                  1,78         1,78",,1.86,1.75,1.86,711119,12976.23
2019-04-30,"420085                   CIL                     14,19        14,19",0.0,14.19,0.0,0.0,0,
2019-04-30,"755001                   CITY CARS               11,13           11",11.1311,11.0,10.99,11.13,417941,46005.67
2019-04-30,"767001                   DELICE HOLDING           11,2         11,2",,11.16,11.16,11.42,6105,6816.68
2019-04-30,"665001                   ELECTROSTAR              1,08         1,08",,1.09,1.05,1.09,55211,582.3
2019-04-30,"741001                   ENNAKL AUTOMOBILES      11,88        11,88",,11.8,11.8,11.8,1642,1935.2
2019-04-30,"721001                   ESSOUKNA                 2,04          2,1",,2.1,2.01,2.1,2627,534.03
2019-04-30,"757001                   EURO-CYCLES             16,68        16,69",,16.45,16.18,16.68,168310,28011.63
2019-04-30,"713001                   GIF-FILTER                 ,9           ,9",,0.9,0.87,0.9,62818,5465.61
2019-04-30,"731013                   HANNIBAL LEASE            6,9          6,9",0.0,6.9,0.0,0.0,0,
2019-04-30,"320075                   ICF                       195        194,8",195194.96,194.96,189.15,195.0,24829,48203.16
2019-04-30,"644001                   MAGASIN GENERAL         34,45        34,45",0.0,34.45,0.0,0.0,0,
2019-04-30,"100010                   MONOPRIX                 8,37         8,37",,8.87,8.37,8.87,586031755,6721.63
2019-04-30,"762001                   MPBS                     5,95         5,95",,5.94,5.78,5.94,29043441,70021.94
2019-04-30,"753001                   ONE TECH HOLDING        15,68        15,68",,15.65,15.3,15.68,99011,15465.91
2019-04-30,"570001                   POULINA GP HOLDING       11,9         11,9",,11.7,11.7,11.9,259513,30448.92
2019-04-30,"761001                   SAH                      10,2         10,4",,10.3,10.2,10.3,343410,35230.03
2019-04-30,"110025                   SFBT                     22,9           23",,22.98,22.8,22.98,9336622,13219.18
2019-04-30,"659001                   SIAME                     2,7          2,7",,2.7,2.7,2.7,4024,1085.4
2019-04-30,"400005                   SIMPAR                  31,73        31,73",,31.73,31.73,31.73,2501,7932.5
2019-04-30,"678001                   SOMOCER                  1,07         1,05",,1.06,1.04,1.07,2576940,26833.94
2019-04-30,"729001                   SOPAT                    2,05         2,05",,2.1,2.03,2.11,2520738,52109.61
2019-04-30,"653001                   SOTETEL                   6,3         6,32",,6.4,6.2,6.48,164328,10321.66
2019-04-30,"763001                   SOTIPAPIER               6,38         6,38",,6.37,6.2,6.38,1435934,90262.48
2019-04-30,"666001                   SOTRAPIL                15,38        15,38",,15.59,15.38,15.6,1004,1558.66
2019-04-30,"658001                   SOTUMAG                  2,52         2,52",,2.52,2.45,2.52,2351124,58124.32
2019-04-30,"656001                   SOTUVER                   9,6         9,56",,9.5,9.41,9.6,437427,41439.68
2019-04-30,606001                   STAR                      132          132,,137.85,135.0,137.94,6544,88301.67
2019-04-30,"260095                   STB                      3,64         3,64",,3.64,3.64,3.64,652,236.6
2019-04-30,"744001                   TELNET HOLDING           11,2        11,25",,11.09,11.02,11.25,730359,81142.3
2019-04-30,"727001                   TPR                      4,89         4,89",,4.9,4.9,4.95,8505,4192.5
2019-04-30,"738001                   TUNIS RE                 7,65         7,65",,7.64,7.64,7.68,5285,4039.4
2019-04-30,"120040                   TUNISAIR                  ,69          ,69",,0.67,0.67,0.69,929037,6287.19
2019-04-30,"210090                   TUNISIE LEASING F       10,14        10,14",,10.1,9.9,10.14,5066,5058.6
2019-04-30,"769001                   UADH                     1,32          1,3",,1.3,1.3,1.35,416811,5419.74
2019-04-30,"390010                   UIB                     21,43        21,43",,21.4,20.85,21.4,5016,10470.8
2019-04-30,"772001                   UNIMED                  10,07        10,35",,10.29,10.05,10.35,13587681,38401.09
2019-04-30,"720001                   WIFACK INT BANK           6,1          6,1",0.0,6.1,0.0,0.0,0,
2019-04-30,"230035                   AIR LIQUDE TSIE         92,35        92,39",,92.35,92.35,92.35,133,1200.55
2019-04-30,"380070                   ALKIMIA                  42,1         42,1",0.0,42.1,0.0,0.0,0,
2019-04-30,"655001                   ASSURANCES SALIM        25,68        25,68",0.0,25.68,0.0,0.0,0,
2019-04-30,"300045                   ASTREE                   37,2         37,2",0.0,37.2,0.0,0.0,0,
2019-04-30,"758001                   BEST LEASE               1,85         1,85",,1.85,1.85,1.85,70001,12950.0
2019-04-30,"130055                   BTE (ADP)               10,28        10,28",,9.98,9.98,9.98,152,149.7
2019-04-30,"735001                   CIMENTS DE BIZERTE       1,18         1,18",,1.18,1.18,1.18,12625,1489.16
2019-04-30,"330090                   ELBENE INDUSTRIE         1,35         1,35",0.0,1.41,0.0,0.0,0,
2019-04-30,"672004                   MODERN LEASING           2,26         2,26",0.0,2.26,0.0,0.0,0,
2019-04-30,250065                   PLAC. TSIE-SICAF           42           42,0.0,42.0,0.0,0.0,0,
2019-04-30,"667001                   SIPHAT                   5,63         5,63",,5.79,5.63,5.79,86512,4944.35
2019-04-30,"718001                   SITS                     1,59         1,59",0.0,1.59,0.0,0.0,0,
2019-04-30,"140070                   SPDIT - SICAF             9,2          9,2",,9.47,9.47,9.47,21,18.94
2019-04-30,"664001                   STEQ                     5,75         5,75",0.0,6.0,0.0,0.0,0,
2019-04-30,410020                   TUNINVEST-SICAR             6            6,0.0,6.0,0.0,0.0,0,
2019-04-30,"240050                   UBCI                    25,98        25,98",,24.82,24.82,24.82,1804,4467.6
2019-04-30,"768001                   ASS MULTI ITTIHAD        4,33         4,33",,4.15,4.15,4.15,2001,830.0
2019-04-30,"430030                   SITEX                    7,18         7,18",0.0,7.5,0.0,0.0,0,
2019-04-30,"617001                   STE TUN. DU SUCRE       12,37        12,37",0.0,12.37,0.0,0.0,0,
2019-02-05,"725001                   ADWYA                     4,4          4,4",,4.4,4.4,4.4,5204,2288.0
2019-02-05,"340005                   AMEN BANK               25,54        25,54",,25.54,25.54,25.54,501,1277.0
2019-02-05,"730001                   ARTES                    5,96         5,96",66.0,6.0,6.0,6.0,3001,1800.0
2019-02-05,"714001                   ASSAD                    7,99          7,9",,7.98,7.76,7.99,1546,1195.93
2019-02-05,"360035                   ATB                      3,02         2,99",,3.02,3.02,3.02,11,3.02
2019-02-05,"774001                   ATELIER MEUBLE INT       4,18         4,14",,4.18,4.18,4.18,712,296.78
2019-02-05,"470010                   ATL                      2,04         2,04",2.042,2.0,1.98,2.04,713226,14285.4
2019-02-05,"160015                   ATTIJARI BANK            36,1         36,1",,35.9,35.9,36.1,2847261,2383.57
2019-02-05,"661001                   ATTIJARI LEASING        13,58        13,58",,13.25,13.25,13.25,696,914.25
2019-02-05,"190060                   BH                      14,35        14,35",,13.92,13.92,14.16,51510,7233.8
2019-02-05,"180045                   BIAT                      115       115,21",115117.39,117.39,115.0,117.39,1514281,74122.05
2019-02-05,"310060                   BNA                      11,9         11,9",,11.94,11.9,11.94,2763,3285.4
2019-02-05,"220005                   BT                        7,8          7,8",,7.8,7.7,7.8,1460330,113779.9
2019-02-05,"759001                   CELLCOM                  1,85         1,86",,1.86,1.85,1.86,59178,10946.65
2019-02-05,"420085                   CIL                     14,19        14,19",,14.61,14.1,14.6,12808,18097.7
2019-02-05,"755001                   CITY CARS               11,13           11",11.1311,11.0,10.86,11.13,205615,22589.65
2019-02-05,"767001                   DELICE HOLDING          11,16        11,16",1111.0,11.0,11.0,11.01,8888,9768.17
2019-02-05,"665001                   ELECTROSTAR              1,09         1,09",,1.06,1.06,1.06,3162,334.96
2019-02-05,"741001                   ENNAKL AUTOMOBILES       11,8         11,8",,11.8,11.7,11.8,1342,1577.8
2019-02-05,"721001                   ESSOUKNA                 2,11          2,1",,2.1,2.05,2.11,5256,1077.6
2019-02-05,"757001                   EURO-CYCLES             16,64        16,45",,16.26,15.9,16.64,388939,62242.09
2019-02-05,"713001                   GIF-FILTER                 ,9           ,9",0.0,0.9,0.0,0.0,0,
2019-02-05,"731013                   HANNIBAL LEASE            6,9          6,9",,6.89,6.89,6.89,391,268.71
2019-02-05,"320075                   ICF                     190,9       194,96",,185.18,185.18,190.9,625261,
2019-02-05,"644001                   MAGASIN GENERAL         34,45        34,45",0.0,34.45,0.0,0.0,0,
2019-02-05,"100010                   MONOPRIX                 9,01         8,87",,9.2,8.91,9.2,602111435,46448.32
2019-02-05,"762001                   MPBS                     5,94         5,94",,5.8,5.79,5.88,1416710,82728.51
2019-02-05,"753001                   ONE TECH HOLDING        15,65        15,65",,15.65,15.4,15.65,334722,52072.3
2019-02-05,"570001                   POULINA GP HOLDING       11,7         11,7",11.912,12.0,11.9,12.0,202,239.1
2019-02-05,"761001                   SAH                     10,23         10,3",10.231,10.0,9.99,10.23,11233461,12972.37
2019-02-05,"110025                   SFBT                     22,9        22,98",,22.92,22.84,22.99,266825,61136.17
2019-02-05,"659001                   SIAME                     2,7          2,7",,2.68,2.68,2.68,2201,589.6
2019-02-05,"400005                   SIMPAR                  31,73        31,73",0.0,31.73,0.0,0.0,0,
2019-02-05,"678001                   SOMOCER                  1,08         1,06",,1.06,1.06,1.08,8609,924.6
2019-02-05,"729001                   SOPAT                     2,1          2,1",,2.01,2.01,2.04,622117,12528.87
2019-02-05,"653001                   SOTETEL                   6,4          6,4",,6.4,6.25,6.5,163619,10440.1
2019-02-05,"763001                   SOTIPAPIER               6,38         6,37",,6.39,6.32,6.45,4279397,271364.0
2019-02-05,"666001                   SOTRAPIL                15,59        15,59",,15.5,15.5,15.55,3794,5883.45
2019-02-05,"658001                   SOTUMAG                  2,52         2,52",,2.51,2.45,2.51,338913,8443.19
2019-02-05,"656001                   SOTUVER                   9,5          9,5",,9.4,9.4,9.6,635915,60802.71
2019-02-05,"606001                   STAR                   137,85       137,85",,138.9,138.9,138.9,101,1389.0
2019-02-05,"260095                   STB                      3,69         3,64",,3.73,3.69,3.75,389516,14429.75
2019-02-05,"744001                   TELNET HOLDING          10,92        11,09",,11.15,10.92,11.24,846056,93723.06
2019-02-05,"727001                   TPR                      4,95          4,9",,4.94,4.94,4.95,34005,16814.0
2019-02-05,"738001                   TUNIS RE                 7,64         7,64",,7.65,7.5,7.65,6297,4744.5
2019-02-05,"120040                   TUNISAIR                  ,67          ,67",,0.69,0.65,0.69,7967771,52074.93
2019-02-05,"210090                   TUNISIE LEASING F        10,1         10,1",,9.8,9.8,9.8,11914,11671.8
2019-02-05,"769001                   UADH                     1,33          1,3",,1.3,1.3,1.33,253,32.56
2019-02-05,"390010                   UIB                      21,4         21,4",2121.39,21.39,21.0,21.4,6616,14103.39
2019-02-05,"772001                   UNIMED                  10,28        10,29",,10.43,10.28,10.47,565236,58484.64
2019-02-05,"720001                   WIFACK INT BANK           6,1          6,1",,6.24,6.24,6.24,251,156.0
2019-02-05,"230035                   AIR LIQUDE TSIE         92,35        92,35",0.0,92.35,0.0,0.0,0,
2019-02-05,"380070                   ALKIMIA                  42,1         42,1",0.0,42.1,0.0,0.0,0,
2019-02-05,"655001                   ASSURANCES SALIM        25,68        25,68",0.0,25.68,0.0,0.0,0,
2019-02-05,"300045                   ASTREE                   37,2         37,2",0.0,37.2,0.0,0.0,0,
2019-02-05,"758001                   BEST LEASE               1,85         1,85",0.0,1.85,0.0,0.0,0,
2019-02-05,"130055                   BTE (ADP)                 9,7         9,98",,9.99,9.7,9.7,41,38.8
2019-02-05,"735001                   CIMENTS DE BIZERTE       1,18         1,18",0.0,1.18,0.0,0.0,0,
2019-02-05,"330090                   ELBENE INDUSTRIE         1,41         1,41",0.0,1.47,0.0,0.0,0,
2019-02-05,"672004                   MODERN LEASING           2,26         2,26",0.0,2.26,0.0,0.0,0,
2019-02-05,250065                   PLAC. TSIE-SICAF           42           42,0.0,42.0,0.0,0.0,0,
2019-02-05,"667001                   SIPHAT                   5,96         5,79",,5.96,5.96,5.96,102,59.6
2019-02-05,"718001                   SITS                     1,56         1,59",,1.56,1.56,1.56,22003,3432.0
2019-02-05,"140070                   SPDIT - SICAF            9,47         9,47",0.0,9.47,0.0,0.0,0,
2019-02-05,664001                   STEQ                        6            6,0.0,6.27,0.0,0.0,0,
2019-02-05,410020                   TUNINVEST-SICAR             6            6,0.0,6.0,0.0,0.0,0,
2019-02-05,"240050                   UBCI                    24,82        24,82",,24.49,24.49,24.49,1002,2449.0
2019-02-05,"768001                   ASS MULTI ITTIHAD        4,15         4,15",,4.03,4.03,4.15,42057,17216.75
2019-02-05,"430030                   SITEX                     7,5          7,5",0.0,7.5,0.0,0.0,0,
2019-02-05,"617001                   STE TUN. DU SUCRE       12,37        12,37",0.0,12.37,0.0,0.0,0,
2019-03-05,"725001                   ADWYA                     4,4          4,4",,4.27,4.27,4.27,11608,4953.2
2019-03-05,"340005                   AMEN BANK               25,54        25,54",,25.48,24.9,25.48,2003,5057.4
2019-03-05,730001                   ARTES                       6            6,66.0,6.0,6.0,6.0,10758,6450.0
2019-03-05,"714001                   ASSAD                    7,75         7,98",,7.6,7.6,7.95,91113,7015.25
2019-03-05,"360035                   ATB                      3,03         3,02",3.033,3.0,3.0,3.03,22,6.03
2019-03-05,"774001                   ATELIER MEUBLE INT       4,18         4,18",,4.06,4.06,4.15,774,313.25
2019-03-05,470010                   ATL                         2            2,21.96,1.96,1.94,2.0,434920,8545.29
2019-03-05,"160015                   ATTIJARI BANK            36,5         35,9",,35.7,35.7,36.5,119025,42666.6
2019-03-05,"661001                   ATTIJARI LEASING        13,25        13,25",,13.15,13.15,13.15,304,394.5
2019-03-05,"190060                   BH                         14        13,92",1413.98,13.98,13.58,14.0,164017,22614.24
2019-03-05,"180045                   BIAT                   117,39       117,39",,115.5,115.0,117.39,70523,81825.28
2019-03-05,"310060                   BNA                     11,94        11,94",,11.93,11.64,11.98,26056,31082.54
2019-03-05,"220005                   BT                        7,8          7,8",,7.8,7.79,7.8,575619,44876.43
2019-03-05,"759001                   CELLCOM                  1,86         1,86",,1.89,1.81,1.9,1942770,35363.65
2019-03-05,"420085                   CIL                     14,61        14,61",0.0,14.61,0.0,0.0,0,
2019-03-05,755001                   CITY CARS                  11           11,1110.85,10.85,10.85,11.0,149312,16392.74
2019-03-05,767001                   DELICE HOLDING             11           11,1111.0,11.0,11.0,11.0,17309,19030.0
2019-03-05,"665001                   ELECTROSTAR              1,06         1,06",0.0,1.06,0.0,0.0,0,
2019-03-05,"741001                   ENNAKL AUTOMOBILES       11,8         11,8",,11.8,11.7,11.8,4165,4879.0
2019-03-05,"721001                   ESSOUKNA                  2,1          2,1",,2.05,2.05,2.09,39914,8181.95
2019-03-05,"757001                   EURO-CYCLES             16,19        16,26",,15.72,15.72,16.19,79321,12620.25
2019-03-05,"713001                   GIF-FILTER                 ,9           ,9",,0.9,0.88,0.91,4513,398.4
2019-03-05,"731013                   HANNIBAL LEASE           6,89         6,89",,6.89,6.89,6.89,10852,7475.65
2019-03-05,"320075                   ICF                    185,18       185,18",,185.15,179.63,187.0,1538572,79236.53
2019-03-05,"644001                   MAGASIN GENERAL         34,45        34,45",,33.8,33.8,33.8,11,33.8
2019-03-05,"100010                   MONOPRIX                 9,19          9,2",,8.94,8.94,9.19,21636791,94868.32
2019-03-05,"762001                   MPBS                      5,8          5,8",,5.77,5.72,5.8,474814,27328.81
2019-03-05,"753001                   ONE TECH HOLDING        15,65        15,65",,15.55,15.55,15.65,2053,3194.25
2019-03-05,"570001                   POULINA GP HOLDING      11,99           12",,11.89,11.7,11.99,4104,4859.3
2019-03-05,761001                   SAH                        10           10,1010.0,10.0,9.97,10.2,12563491,25611.54
2019-03-05,"110025                   SFBT                    22,92        22,92",,22.89,22.7,22.9,143121993,27393.92
2019-03-05,"659001                   SIAME                    2,68         2,68",,2.68,2.6,2.68,5004,1301.44
2019-03-05,"400005                   SIMPAR                  31,73        31,73",0.0,31.73,0.0,0.0,0,
2019-03-05,"678001                   SOMOCER                  1,06         1,06",,1.05,1.03,1.06,3181440,33113.7
2019-03-05,"729001                   SOPAT                    2,04         2,01",,2.04,2.04,2.04,2532,516.12
2019-03-05,"653001                   SOTETEL                   6,5          6,4",,6.58,6.5,6.58,161915,10607.79
2019-03-05,"763001                   SOTIPAPIER               6,44         6,39",,6.37,6.3,6.44,980338,62241.13
2019-03-05,"666001                   SOTRAPIL                 15,5         15,5",,15.1,15.1,15.15,2606,3933.8
2019-03-05,"658001                   SOTUMAG                  2,52         2,51",,2.45,2.45,2.52,186110,
2019-03-05,"656001                   SOTUVER                   9,4          9,4",,9.45,9.4,9.58,333719,31510.78
2019-03-05,"606001                   STAR                    138,9        138,9",,138.9,138.9,138.9,201,2778.0
2019-03-05,"260095                   STB                      3,73         3,73",0.0,3.73,0.0,0.0,0,
2019-03-05,"744001                   TELNET HOLDING          11,15        11,15",11.1511,11.0,10.99,11.24,699145,77675.55
2019-03-05,"727001                   TPR                      4,94         4,94",,4.87,4.86,4.87,231823,11283.66
2019-03-05,"738001                   TUNIS RE                 7,65         7,65",,7.65,7.65,7.65,401,306.0
2019-03-05,"120040                   TUNISAIR                  ,69          ,69",,0.68,0.67,0.68,327615,2218.94
2019-03-05,"210090                   TUNISIE LEASING F         9,8          9,8",,9.7,9.7,9.7,6036,5849.1
2019-03-05,"769001                   UADH                     1,29          1,3",,1.29,1.29,1.29,755,96.75
2019-03-05,"390010                   UIB                     21,39        21,39",,21.35,21.0,21.38,335214,70677.7
2019-03-05,"772001                   UNIMED                  10,41        10,43",,10.4,10.28,10.5,16489701,71796.82
2019-03-05,"720001                   WIFACK INT BANK          6,24         6,24",,6.1,6.1,6.1,71,42.7
2019-03-05,"230035                   AIR LIQUDE TSIE            90        92,35",9090.0,90.0,90.0,90.0,51,450.0
2019-03-05,"380070                   ALKIMIA                  42,1         42,1",0.0,42.1,0.0,0.0,0,
2019-03-05,"655001                   ASSURANCES SALIM        25,68        25,68",0.0,25.68,0.0,0.0,0,
2019-03-05,"300045                   ASTREE                   37,2         37,2",0.0,37.2,0.0,0.0,0,
2019-03-05,"758001                   BEST LEASE               1,85         1,85",0.0,1.85,0.0,0.0,0,
2019-03-05,"130055                   BTE (ADP)                9,99         9,99",,9.55,9.55,9.55,5304,5061.5
2019-03-05,"735001                   CIMENTS DE BIZERTE       1,18         1,18",,1.18,1.18,1.18,401,47.2
2019-03-05,"330090                   ELBENE INDUSTRIE         1,47         1,47",0.0,1.53,0.0,0.0,0,
2019-03-05,"672004                   MODERN LEASING           2,26         2,26",0.0,2.26,0.0,0.0,0,
2019-03-05,250065                   PLAC. TSIE-SICAF           42           42,0.0,42.0,0.0,0.0,0,
2019-03-05,"667001                   SIPHAT                   5,96         5,96",,5.96,5.96,5.96,11959,7122.2
2019-03-05,"718001                   SITS                     1,56         1,56",,1.56,1.56,1.56,5001,780.0
2019-03-05,"140070                   SPDIT - SICAF             9,3         9,47",,9.3,9.3,9.3,101,93.0
2019-03-05,"664001                   STEQ                     6,27         6,27",0.0,6.55,0.0,0.0,0,
2019-03-05,410020                   TUNINVEST-SICAR             6            6,0.0,6.0,0.0,0.0,0,
2019-03-05,"240050                   UBCI                    23,29        23,29",,23.98,23.98,23.98,11,23.98
2019-03-05,"768001                   ASS MULTI ITTIHAD           4         4,03",43.99,3.99,3.99,4.0,49808,19919.1
2019-03-05,"430030                   SITEX                     7,5          7,5",0.0,7.5,0.0,0.0,0,
2019-03-05,"617001                   STE TUN. DU SUCRE       12,37        12,37",0.0,12.37,0.0,0.0,0,
2019-06-05,"725001                   ADWYA                    4,36         4,27",,4.36,4.36,4.36,22,8.72
2019-06-05,"340005                   AMEN BANK               25,48        25,48",,25.47,25.47,25.48,19693,50150.63
2019-06-05,730001                   ARTES                       6            6,66.0,6.0,6.0,6.0,15453,9270.0
