SEANCE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
2013-02-01,360057,"ATB0524 5,7%P15-5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,360058,"ATB0529 5,9%P20-5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,390022,UIB0719 5.25%AP10,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,390023,UIB0724 5.5%AP15,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,390024,UIB0729 5.85%AP20,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,390025,UIB0821 T+1%P10,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,390026,UIB0831 6.3%P20,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,390027,"UIB 0119 5,9%P7",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420105,CIL0113 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420106,CIL0113 T+1.25AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420107,CIL0213 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420108,CIL0213 T+1.25AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420109,CIL0813 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420110,CIL0813 T+1.125AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420113,"CIL01197,25%AP10-5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420114,"CIL0119T+1,5AP10-5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420115,CIL0714 5.5%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420116,CIL0714 T+1%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420117,CIL0914 5.375%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420118,CIL0914 T+0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420119,CIL0115 5.25%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420120,CIL0115 T+0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420122,CIL0715 5.25%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420123,CIL0715 T+0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420124,CIL1115 5.375%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420125,CIL01115T+0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420126,CIL0216 5.5%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420127,CIL0216 T+0.75%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,420129,CIL0317 6% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,462011,BTK0217 T+0.5%P7,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,462012,BTK0220 T+0.7%P10,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,462013,BTK0225 T+0.8%P15,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,462014,BTK0230 5.85%P20,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,462015,"BTK1117 T+1,75%P5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,462016,"BTK1119 6,30%P7",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470023,ATL 0613 6.5%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470030,"ATL0818 7,0%AP10-5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470031,"ATL0818T+1,5%P10-5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470032,ATL0513 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470033,ATL0513 T+0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470034,ATL0514 5.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470035,ATL0916 5.25%P7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470036,ATL0916T+0.75%P7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470037,ATL1214 5.125%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470038,ATL1214 T+0.625%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470039,ATL0815 5.25%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470040,ATL0815 T+0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470041,"ATL1217 5,5%P7/2F",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470042,ATL1217 T+1%P7/2V,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,470043,"ATL0219 6,25%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,526005,MXA0816 5.4%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,526006,MXB0816 5.4%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,526007,MXC0816 5.4%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,526008,MXD0816 5.4%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,526009,MXE0816 5.4%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,526010,MXF0816 5.4%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,526011,MXG0816 5.4%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,661017,"TJLSB0115 5,5%FIN5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,661018,TJLSB0115 T+1%FIN5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,661019,TJL0915 5.30% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,661020,TJL0915 T+1%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,661021,"TJL0117 6,0%P5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,661023,"TJL0517 6,25%AP5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,661024,"TJL0519 6,35%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,675005,AIL0913 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,675006,AIL0214 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,675007,AIL0415 5.25%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,675008,AIL0416 5.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,675009,AIL0517 6%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,675010,"AIL0517 T+1,5%AP5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,677003,PB0415 6.5%AP7-2A,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,677004,PB0415 6.5%AP7-2B,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,677005,PB0415 6.5%AP7-2C,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,719007,UF0313 6.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,719008,UF0313 T+1%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,719009,UNIFAC0216 5.5%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,719010,UNIFAC0216 T+1%P5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,720007,ELW0116 5.45% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,720008,ELW0116T+0.775%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,723001,MR0613 6.5% AP7-2A,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,723002,MR0613 6.5% AP7-2B,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,728001,STMA0914 6.5%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,728002,STMB0914 6.5%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,728003,STMC0914 6.5%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,728004,STMD0914 6.5%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,728005,STME0914 6.5%AP7-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731001,HL0513 6.9%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731002,HL0513 T+1.65%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731003,HL0814 5.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731004,HL0814 T+1.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731005,HL0914 5.5%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731006,HL0914 T+1.0%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731007,HL0615 5.25%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731008,HL0615 T+0.75%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731009,HL1115 5.45%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731010,HL1115 T+0.775%AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731011,"HL0917 6,75% AP5",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,731012,HL0917 T+2% AP5,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,732001,SIHM0915 6.4%P7-2A,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,732002,SIHM0915 6.4%P7-2B,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,732003,SIHM0915 6.4%P7-2C,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,732004,SIHM0915 6.4%P7-2D,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,736001,CHO1119 T+1.0%10-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,737001,CHOC1219 T+1%P10-2,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,742001,"MXIA0417 5,4%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,742002,"MXIB0417 5,4%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,742003,"MXIC0417 5,4%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,742004,"MXID0417 5,4%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,742005,"MXIE0417 5,4%P7-2",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800012,BTA12 8.25% JUL14,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800014,BTA7.5% AVRIL 2014,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800018,BTA 7 % FEV 2015,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800020,BTA 6.1%  OCT 2013,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800021,BTA ZC OCT 2016,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800022,BTA 6.9 % 09052022,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800023,BTA 6.75%   072017,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800024,BTA ZC DEC 2018,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800025,BTA 5% MARS 2013,0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800026,"BTA 5,25% MARS2016",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800027,"BTA 5,5% MARS 2019",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800029,"BTA 5,6% AOUT 2022",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800030,"BTA 5,00% OCT 2015",0.0,0.0,0.0,0.0,0,0,0.0
2013-02-01,800031,"BTA 5,50% OCT 2018",0.0,0.0,0.0,0.0,0,0,0.0
2013-03-01,100010,MONOPRIX,28.1,28.7,28.1,28.7,9449,4826,9295.49
2013-03-01,110025,SFBT,12.9,12.84,12.75,12.99,3591,414,6039.82
2013-03-01,120040,TUNISAIR,1.48,1.55,1.48,1.55,19836,593,440.49
2013-03-01,140070,SPDIT - SICAF,6.8,6.7,6.7,6.8,416,5,2797.2
2013-03-01,160015,ATTIJARI BANK,15.41,15.19,15.01,15.41,562,10,8497.64
2013-03-01,180045,BIAT,62.61,63.99,62.08,64.0,632,133,9597.09
2013-03-01,190060,BH,12.21,12.39,12.21,12.39,1574,101,9427.74
2013-03-01,210090,TUNISIE LEASING,22.2,22.88,22.2,22.88,95,4,2159.12
2013-03-01,220005,BT,12.34,12.02,12.01,12.4,38785,6547,2462.16
2013-03-01,230035,AIR LIQUDE TSIE,370.0,370.0,370.0,370.0,16,3,5920.0
2013-03-01,240050,UBCI,36.01,36.0,36.0,36.01,226,2,8137.0
2013-03-01,260095,STB,8.72,8.79,8.69,8.79,501,8,4377.44
2013-03-01,310060,BNA,8.6,9.0,8.54,9.0,3213,172,7688.62
2013-03-01,340005,AMEN BANK,35.0,34.11,34.1,35.0,518,151,7886.44
2013-03-01,360035,ATB,4.6,4.8,4.6,4.8,4482,242,969.2
2013-03-01,390010,UIB,18.16,18.04,18.0,18.2,1584,182,8642.08
2013-03-01,400005,SIMPAR,66.5,66.9,66.5,67.0,134,4,8973.0
2013-03-01,410020,TUNINVEST-SICAR,8.75,8.75,8.75,8.75,1,1,8.75
2013-03-01,420085,CIL,15.85,15.83,15.5,15.85,254,6,3948.24
2013-03-01,470010,ATL,3.38,3.38,3.38,3.38,507,7,1713.66
2013-03-01,570001,POULINA GP HOLDING,6.68,6.8,6.6,6.8,2773,451,8405.96
2013-03-01,606001,STAR,0.0,0.0,0.0,0.0,0,0,0.0
2013-03-01,644001,MAGASIN GENERAL,0.0,0.0,0.0,0.0,0,0,0.0
2013-03-01,653001,SOTETEL,6.4,6.4,6.25,6.5,3857,612,4509.63
2013-03-01,655001,ASSURANCES SALIM,24.81,25.5,24.81,25.5,554,41,3748.19
2013-03-01,656001,SOTUVER,8.48,8.7,8.48,8.73,11826,10410,885.56
2013-03-01,658001,SOTUMAG,1.83,1.79,1.75,1.83,83969,9314,7938.15
2013-03-01,659001,SIAME,3.9,3.9,3.85,3.92,2000,12,7772.44
2013-03-01,661001,ATTIJARI LEASING,39.0,39.0,37.0,39.0,1443,95,4395.0
2013-03-01,665001,ELECTROSTAR,20.83,20.6,20.6,21.45,2279,414,8104.85
2013-03-01,666001,SOTRAPIL,16.21,15.92,15.24,16.21,1239,231,9133.46
2013-03-01,672004,MODERN LEASING,7.25,7.04,7.04,7.46,190,6,1349.36
2013-03-01,678001,SOMOCER,2.66,2.7,2.66,2.73,79093,15621,4197.32
2013-03-01,713001,GIF-FILTER,5.4,5.66,5.4,5.66,19214,5610,7052.32
2013-03-01,714001,ASSAD,8.58,8.85,8.58,8.85,6272,305,4243.68
2013-03-01,718001,SITS,3.23,3.32,3.23,3.32,10517,433,4697.91
2013-03-01,720001,EL WIFACK LEASING,14.5,14.79,14.5,14.79,176,3,2553.45
2013-03-01,721001,ESSOUKNA,10.6,10.6,10.6,10.6,210,3,2226.0
2013-03-01,725001,ADWYA,8.01,8.12,8.01,8.25,10100,548,2169.34
2013-03-01,727001,TPR,5.25,5.12,5.0,5.25,52739,8826,4571.95
2013-03-01,729001,SOPAT,2.94,2.96,2.88,2.97,12435,303,6208.99
2013-03-01,730001,ARTES,8.56,8.78,8.54,8.78,2077,171,7764.63
2013-03-01,735001,CIMENTS DE BIZERTE,0.0,0.0,0.0,0.0,0,0,0.0
2013-03-01,738001,TUNIS RE,8.54,8.7,8.32,8.7,1447,291,2289.42
2013-03-01,741001,ENNAKL AUTOMOBILES,11.01,11.01,11.0,11.3,3257,353,6016.21
2013-03-01,744001,TELNET HOLDING,6.97,6.9,6.8,6.97,6966,534,7535.34
2013-03-01,130055,BTE (ADP),27.21,27.21,27.21,27.21,4,1,108.84
2013-03-01,250065,PLAC. TSIE-SICAF,0.0,0.0,0.0,0.0,0,0,0.0
2013-03-01,300045,ASTREE,0.0,0.0,0.0,0.0,0,0,0.0
2013-03-01,320075,ICF,47.9,47.9,47.9,47.9,190,14,9101.0
2013-03-01,330090,TUNISIE LAIT,0.0,0.0,0.0,0.0,0,0,0.0
2013-03-01,380070,ALKIMIA,0.0,0.0,0.0,0.0,0,0,0.0
