SEANCE,CODE,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,CAPITAUX
2018-01-18,"769001                   UADH                     2,38         2,38",,2.45,2.45,2.45,8806,2156.0
2018-01-18,"390010                   UIB                     23,69        23,69",23.6924,24.0,23.68,24.1,331571507,93299.14
2018-01-18,"772001                   UNIMED                   8,25         8,25",,8.2,8.02,8.25,9216,7585.7
2018-01-18,"720001                   WIFACK INT BANK          7,16         7,16",,7.16,7.16,7.16,8541,6114.64
2018-01-18,230035                   AIR LIQUDE TSIE            88           88,8887.0,87.0,87.0,88.0,253,2185.0
2018-01-18,"380070                   ALKIMIA                  40,7        41,94",,40.7,40.7,40.7,101,407.0
2018-01-18,"655001                   ASSURANCES SALIM         32,5         32,5",,32.5,32.5,32.5,301,975.0
2018-01-18,300045                   ASTREE                     34           34,0.0,34.0,0.0,0.0,0,
2018-01-18,"758001                   BEST LEASE               1,84         1,84",0.0,1.84,0.0,0.0,0,
2018-01-18,"130055                   BTE (ADP)               17,97        17,53",,17.53,17.53,17.97,34510,6078.25
2018-01-18,"735001                   CIMENTS DE BIZERTE       2,33         2,33",0.0,2.33,0.0,0.0,0,
2018-01-18,"330090                   ELBENE INDUSTRIE         3,58         3,58",0.0,3.58,0.0,0.0,0,
2018-01-18,"320075                   ICF                     29,49        29,49",0.0,29.49,0.0,0.0,0,
2018-01-18,"672004                   MODERN LEASING           3,69         3,69",,3.85,3.85,3.85,5002,1925.0
2018-01-18,"250065                   PLAC. TSIE-SICAF        40,76        40,76",0.0,40.76,0.0,0.0,0,
2018-01-18,"667001                   SIPHAT                   5,49         5,49",0.0,5.49,0.0,0.0,0,
2018-01-18,"140070                   SPDIT - SICAF            8,15         8,15",,8.15,8.15,8.15,501,407.5
2018-01-18,"664001                   STEQ                     7,92         7,92",0.0,7.92,0.0,0.0,0,
2018-01-18,"410020                   TUNINVEST-SICAR          6,38         6,38",,6.38,6.38,6.38,2502,1595.0
2018-01-18,"240050                   UBCI                    22,51        22,51",0.0,22.51,0.0,0.0,0,
2018-01-18,"768001                   ASS MULTI ITTIHAD         7,7         7,63",,7.9,7.7,7.9,288316,22255.43
2018-01-18,"430030                   SITEX                    6,07         6,07",0.0,6.07,0.0,0.0,0,
2018-01-18,"617001                   STE TUN. DU SUCRE        7,09         7,09",0.0,7.09,0.0,0.0,0,
2018-01-19,"725001                   ADWYA                    5,75         5,75",,5.6,5.58,5.7,679339,38210.85
2018-01-19,"340005                   AMEN BANK                23,7         23,7",,23.7,23.0,23.9,1699154,392252.5
2018-01-19,"730001                   ARTES                    6,21          6,2",,6.27,6.21,6.28,351317,21963.44
2018-01-19,"714001                   ASSAD                     9,4          9,4",,9.44,9.2,9.44,808322,75877.62
2018-01-19,"360035                   ATB                      4,15         4,14",,4.15,4.12,4.15,685719,28302.64
2018-01-19,"774001                   ATELIER MEUBLE INT       2,36         2,36",,2.31,2.31,2.36,1975,459.33
2018-01-19,"470010                   ATL                      3,22         3,22",,3.31,3.22,3.31,1961038,64584.36
2018-01-19,"160015                   ATTIJARI BANK           42,02        42,02",,41.85,41.52,42.02,205691618,62193.47
2018-01-19,"661001                   ATTIJARI LEASING        17,85        17,85",,17.85,17.85,17.86,7535,13441.06
2018-01-19,"190060                   BH                      18,28        18,34",,18.05,17.81,18.28,15741782,84093.12
2018-01-19,180045                   BIAT                      129          129,129127.0,127.0,127.0,129.0,1815452,32120.46
2018-01-19,"310060                   BNA                      11,5         11,5",,11.77,11.49,11.79,66892887,69724.34
2018-01-19,"220005                   BT                       7,85         7,85",,7.98,7.84,7.98,2299536,180826.6
2018-01-19,"759001                   CELLCOM                  1,73         1,73",,1.7,1.68,1.7,189013,3178.4
2018-01-19,420085                   CIL                        18           18,0.0,18.0,0.0,0.0,0,
2018-01-19,"755001                   CITY CARS                12,5         12,5",,12.2,12.2,12.5,7063,8660.0
2018-01-19,767001                   DELICE HOLDING             17           17,17.0117,17.0,17.0,17.01,13508,22951.0
2018-01-19,"665001                   ELECTROSTAR              2,57         2,57",,2.5,2.5,2.55,333425,8350.87
2018-01-19,"741001                   ENNAKL AUTOMOBILES       11,9         11,9",,11.64,11.55,11.9,702646,81747.83
2018-01-19,"721001                   ESSOUKNA                 3,89         3,89",,3.88,3.78,3.89,6046,2288.17
2018-01-19,"757001                   EURO-CYCLES             27,65        27,65",27.6527,27.0,27.0,27.65,120161193,26459.18
2018-01-19,"713001                   GIF-FILTER               1,46         1,46",,1.44,1.44,1.44,2326,334.08
2018-01-19,"731013                   HANNIBAL LEASE           7,97         7,97",,7.97,7.85,7.97,9503,7463.14
2018-01-19,644001                   MAGASIN GENERAL            39           39,3939.0,39.0,39.0,39.0,13199,51441.0
2018-01-19,"100010                   MONOPRIX                12,16         12,1",,12.17,12.15,12.2,540035,65756.28
2018-01-19,"762001                   MPBS                      3,2         3,11",,3.22,3.2,3.29,2671162,86136.49
2018-01-19,"753001                   ONE TECH HOLDING        14,01        14,06",,13.95,13.95,14.18,23211683,26804.76
2018-01-19,"570001                   POULINA GP HOLDING       10,5        10,68",,10.5,10.5,10.5,2095746,220048.5
2018-01-19,761001                   SAH                        16           16,1615.85,15.85,15.84,16.0,317211205,4198.15
2018-01-19,"110025                   SFBT                    19,55        19,56",,19.6,19.53,19.85,434346,85180.51
2018-01-19,"659001                   SIAME                    2,24         2,24",,2.33,2.22,2.34,1791216,40132.77
2018-01-19,"400005                   SIMPAR                  43,94        43,94",,43.94,43.8,43.94,502,2195.88
2018-01-19,"718001                   SITS                     2,46         2,52",,2.5,2.46,2.5,147710,3668.48
2018-01-19,"678001                   SOMOCER                  1,28         1,25",,1.28,1.25,1.28,5398281,68497.29
2018-01-19,"729001                   SOPAT                     ,75          ,75",,0.75,0.75,0.76,88011,661.5
2018-01-19,"653001                   SOTETEL                   2,8          2,8",,2.83,2.83,2.83,1412,399.03
2018-01-19,"763001                   SOTIPAPIER                3,2          3,2",,3.25,3.24,3.29,1126937,36856.48
2018-01-19,"666001                   SOTRAPIL                11,18        11,18",,11.68,11.2,11.68,704242,81186.85
2018-01-19,"658001                   SOTUMAG                  1,94         1,99",1.942,2.0,1.94,2.0,189512,3747.05
2018-01-19,"656001                   SOTUVER                   5,5         5,34",,5.34,5.34,5.5,21889771,
2018-01-19,"606001                   STAR                    91,27        91,27",,92.99,90.0,92.99,20012,18195.9
2018-01-19,"260095                   STB                      3,72         3,73",,3.75,3.71,3.8,154312,5761.87
2018-01-19,"744001                   TELNET HOLDING           6,88         6,86",,6.68,6.68,6.88,969372216,54368.26
2018-01-19,"727001                   TPR                      3,59         3,59",,3.56,3.5,3.59,935526,33341.75
2018-01-19,"738001                   TUNIS RE                 8,49         8,49",,8.48,8.48,8.49,15005,12730.0
2018-01-19,"120040                   TUNISAIR                   ,4          ,41",,0.41,0.4,0.41,1053017,4217.3
2018-01-19,"210090                   TUNISIE LEASING          13,9           14",,13.9,13.7,13.9,213211,29495.1
2018-01-19,"769001                   UADH                     2,45         2,45",,2.38,2.38,2.38,26385,6278.44
2018-01-19,"390010                   UIB                     24,02           24",,23.75,23.62,24.02,215971165,15090.97
2018-01-19,"772001                   UNIMED                    8,2          8,2",,8.24,8.02,8.24,503226,41046.22
2018-01-19,"720001                   WIFACK INT BANK          7,16         7,16",,7.15,7.15,7.16,8593,6142.35
2018-01-19,230035                   AIR LIQUDE TSIE            87           87,,85.9,85.9,85.9,494,4209.1
2018-01-19,"380070                   ALKIMIA                  40,7         40,7",0.0,40.7,0.0,0.0,0,
2018-01-19,"655001                   ASSURANCES SALIM         32,5         32,5",0.0,32.5,0.0,0.0,0,
2018-01-19,300045                   ASTREE                     34           34,0.0,34.0,0.0,0.0,0,
2018-01-19,"758001                   BEST LEASE               1,84         1,84",,1.84,1.84,1.84,2502,460.0
2018-01-19,"130055                   BTE (ADP)               17,88        17,53",,17.35,17.35,17.88,1604,2797.2
2018-01-19,"735001                   CIMENTS DE BIZERTE       2,33         2,33",,2.27,2.27,2.27,1151,261.05
2018-01-19,"330090                   ELBENE INDUSTRIE         3,58         3,58",0.0,3.58,0.0,0.0,0,
2018-01-19,"320075                   ICF                     29,45        29,49",,29.49,29.02,29.49,5355,15681.15
2018-01-19,"672004                   MODERN LEASING           3,85         3,85",0.0,3.85,0.0,0.0,0,
2018-01-19,"250065                   PLAC. TSIE-SICAF        40,76        40,76",0.0,40.76,0.0,0.0,0,
2018-01-19,"667001                   SIPHAT                   5,49         5,49",0.0,5.49,0.0,0.0,0,
2018-01-19,"140070                   SPDIT - SICAF            8,15         8,15",,8.15,8.15,8.15,3802,3097.0
2018-01-19,"664001                   STEQ                     7,92         7,92",0.0,7.92,0.0,0.0,0,
2018-01-19,"410020                   TUNINVEST-SICAR          6,38         6,38",,6.38,6.38,6.38,5003,3190.0
2018-01-19,"240050                   UBCI                    22,51        22,51",0.0,22.51,0.0,0.0,0,
2018-01-19,"768001                   ASS MULTI ITTIHAD        8,12          7,9",8.128,8.0,8.0,8.12,10859,8798.05
2018-01-19,"430030                   SITEX                    6,07         6,07",0.0,6.07,0.0,0.0,0,
2018-01-19,"617001                   STE TUN. DU SUCRE        7,09         7,09",0.0,7.09,0.0,0.0,0,
2018-01-22,"725001                   ADWYA                     5,6          5,6",,5.7,5.6,5.75,155214,8824.4
2018-01-22,"340005                   AMEN BANK                23,7         23,7",,23.97,23.6,24.38,8173401,94274.06
2018-01-22,"730001                   ARTES                    6,27         6,27",,6.3,6.25,6.31,710025,44594.97
2018-01-22,"714001                   ASSAD                    9,44         9,44",,9.41,9.36,9.48,684018,64174.46
2018-01-22,"360035                   ATB                      4,15         4,15",,4.14,4.13,4.15,30816,12752.89
2018-01-22,"774001                   ATELIER MEUBLE INT       2,31         2,31",,2.35,2.3,2.35,5525,1292.1
2018-01-22,"470010                   ATL                      3,31         3,31",,3.3,3.26,3.3,791223,26093.6
2018-01-22,"160015                   ATTIJARI BANK           41,85        41,85",,41.74,41.0,41.85,191841547,94339.27
2018-01-22,"661001                   ATTIJARI LEASING        17,85        17,85",,17.86,17.8,17.86,7464,13282.4
2018-01-22,"190060                   BH                      18,33        18,05",,18.13,18.1,18.53,18431813,36004.52
2018-01-22,"180045                   BIAT                   128,49          127",,125.6,125.13,128.49,5036616,35879.55
2018-01-22,"310060                   BNA                     11,77        11,77",,11.76,11.6,11.8,23392582,75186.23
2018-01-22,"220005                   BT                       7,98         7,98",,7.9,7.9,7.98,14466501,14302.84
2018-01-22,"759001                   CELLCOM                   1,7          1,7",,1.7,1.65,1.7,6557,1095.0
2018-01-22,420085                   CIL                        18           18,,17.99,17.99,17.99,5483,9858.52
2018-01-22,"755001                   CITY CARS                12,2         12,2",0.0,12.2,0.0,0.0,0,
2018-01-22,"767001                   DELICE HOLDING          16,97           17",,17.1,16.97,17.2,22356273,80106.33
2018-01-22,"665001                   ELECTROSTAR               2,5          2,5",,2.6,2.49,2.61,315613,7883.81
2018-01-22,"741001                   ENNAKL AUTOMOBILES      11,64        11,64",,11.3,11.3,11.7,520228,59068.59
2018-01-22,"721001                   ESSOUKNA                 3,88         3,88",,3.87,3.77,3.87,4013,1511.87
2018-01-22,757001                   EURO-CYCLES                27           27,2727.0,27.0,26.91,27.49,5734671,56005.92
2018-01-22,"713001                   GIF-FILTER               1,43         1,44",,1.47,1.43,1.44,21007,3018.87
2018-01-22,"731013                   HANNIBAL LEASE           7,98         7,97",,8.1,7.98,8.1,15607621,24975.39
2018-01-22,644001                   MAGASIN GENERAL            39           39,,38.5,38.5,38.5,85010,32725.0
2018-01-22,"100010                   MONOPRIX                12,17        12,17",1212.16,12.16,12.0,12.23,351524,42763.93
2018-01-22,"762001                   MPBS                     3,25         3,22",,3.3,3.24,3.33,1010243,33272.95
2018-01-22,"753001                   ONE TECH HOLDING        14,01        13,95",,14.1,13.8,14.1,9107431,27277.17
2018-01-22,"570001                   POULINA GP HOLDING       10,6         10,5",,10.55,10.5,10.68,1667643,175955.8
2018-01-22,"761001                   SAH                     15,85        15,85",,15.5,15.5,15.85,198831033,12191.27
2018-01-22,"110025                   SFBT                     19,6         19,6",,19.56,19.56,19.65,9920491,94234.47
2018-01-22,"659001                   SIAME                    2,34         2,33",,2.31,2.31,2.34,19365,4472.46
2018-01-22,"400005                   SIMPAR                  43,94        43,94",43.744,44.0,43.7,44.0,4918,21540.06
2018-01-22,"718001                   SITS                      2,5          2,5",,2.45,2.45,2.45,501,122.5
2018-01-22,"678001                   SOMOCER                  1,29         1,28",,1.28,1.26,1.29,4463567,56436.91
2018-01-22,"729001                   SOPAT                     ,75          ,75",,0.73,0.73,0.75,63210,462.46
2018-01-22,"653001                   SOTETEL                  2,83         2,83",,2.8,2.75,2.8,20094,5548.25
2018-01-22,"763001                   SOTIPAPIER               3,25         3,25",,3.29,3.29,3.3,1851912,61077.61
2018-01-22,"666001                   SOTRAPIL                11,68        11,68",,12.38,11.9,12.38,9181451,11168.99
2018-01-22,658001                   SOTUMAG                     2            2,1.952,2.0,1.94,2.0,101318,19710.89
2018-01-22,"656001                   SOTUVER                  5,19         5,34",,5.19,5.05,5.2,901856,46747.34
2018-01-22,"606001                   STAR                    92,99        92,99",9392.0,92.0,91.99,93.0,1527,14083.94
2018-01-22,"260095                   STB                      3,74         3,75",,3.75,3.71,3.75,249512,9279.04
2018-01-22,"744001                   TELNET HOLDING           6,63         6,68",,6.69,6.58,6.75,16161741,7028.65
2018-01-22,"727001                   TPR                      3,56         3,56",,3.57,3.54,3.6,990245,35362.12
2018-01-22,"738001                   TUNIS RE                 8,45         8,48",,8.39,8.2,8.45,369712,31065.6
2018-01-22,"120040                   TUNISAIR                  ,41          ,41",,0.41,0.4,0.41,2515119,10160.35
2018-01-22,"210090                   TUNISIE LEASING          13,9         13,9",1414.0,14.0,14.0,14.0,179724,25158.0
2018-01-22,"769001                   UADH                     2,38         2,38",,2.4,2.4,2.4,21,4.8
2018-01-22,"390010                   UIB                        24        23,75",2423.41,23.41,23.41,24.0,851756,201941.0
2018-01-22,"772001                   UNIMED                    8,2         8,24",,8.2,8.2,8.25,285612,23427.37
2018-01-22,"720001                   WIFACK INT BANK          7,15         7,15",,7.09,7.09,7.11,9364,6645.4
2018-01-22,"230035                   AIR LIQUDE TSIE            88         85,9",8888.0,88.0,88.0,88.0,32,264.0
2018-01-22,"380070                   ALKIMIA                  40,7         40,7",0.0,40.7,0.0,0.0,0,
2018-01-22,"655001                   ASSURANCES SALIM         32,5         32,5",0.0,32.5,0.0,0.0,0,
2018-01-22,"300045                   ASTREE                  33,99           34",,33.99,33.99,33.99,221,747.78
2018-01-22,"758001                   BEST LEASE               1,84         1,84",0.0,1.84,0.0,0.0,0,
2018-01-22,"130055                   BTE (ADP)               17,41        17,35",,17.4,17.4,17.41,3004,5222.2
2018-01-22,"735001                   CIMENTS DE BIZERTE       2,27         2,27",0.0,2.27,0.0,0.0,0,
2018-01-22,"330090                   ELBENE INDUSTRIE         3,58         3,58",0.0,3.58,0.0,0.0,0,
2018-01-22,"320075                   ICF                        29        29,49",2929.75,29.75,29.0,29.75,4907,14225.0
2018-01-22,"672004                   MODERN LEASING           3,74         3,85",,3.8,3.74,3.8,1392,527.36
2018-01-22,"250065                   PLAC. TSIE-SICAF        40,81        40,76",,40.81,40.81,40.81,801,3264.8
2018-01-22,"667001                   SIPHAT                   5,49         5,49",0.0,5.49,0.0,0.0,0,
2018-01-22,"140070                   SPDIT - SICAF            8,15         8,15",,8.15,8.15,8.15,201,163.0
2018-01-22,"664001                   STEQ                     7,92         7,92",,7.92,7.92,7.92,102,79.2
2018-01-22,"410020                   TUNINVEST-SICAR          6,38         6,38",,6.38,6.38,6.38,2001,1276.0
2018-01-22,"240050                   UBCI                    22,51        22,51",0.0,22.51,0.0,0.0,0,
2018-01-22,"768001                   ASS MULTI ITTIHAD        7,93            8",,7.8,7.8,7.93,84513,6630.65
2018-01-22,"430030                   SITEX                    6,07         6,07",0.0,6.07,0.0,0.0,0,
2018-01-22,"617001                   STE TUN. DU SUCRE        7,09         7,09",0.0,7.09,0.0,0.0,0,
2018-01-23,"725001                   ADWYA                     5,7          5,7",,5.65,5.61,5.75,1644839,93372.78
2018-01-23,"340005                   AMEN BANK               23,97        23,97",23.9724,24.0,23.45,24.0,97812,23364.08
2018-01-23,"730001                   ARTES                    6,35          6,3",,6.51,6.35,6.51,19090501,22749.28
2018-01-23,"714001                   ASSAD                     9,4         9,41",,9.45,9.4,9.47,24402582,29720.52
2018-01-23,"360035                   ATB                      4,14         4,14",,4.14,4.02,4.14,249513,10148.48
2018-01-23,"774001                   ATELIER MEUBLE INT       2,35         2,35",,2.36,2.31,2.37,22907,5332.68
2018-01-23,"470010                   ATL                       3,3          3,3",0.0,3.3,0.0,0.0,0,
2018-01-23,"160015                   ATTIJARI BANK            41,8        41,74",,42.8,41.8,42.8,83371063,52797.27
2018-01-23,"661001                   ATTIJARI LEASING        17,86        17,86",,17.86,17.86,17.95,813,1448.06
2018-01-23,"190060                   BH                      18,13        18,13",,18.4,18.2,18.5,1431782,262785.4
2018-01-23,"180045                   BIAT                   127,51        125,6",,127.6,127.5,128.0,200534,255853.7
2018-01-23,"310060                   BNA                     11,65        11,76",,11.8,11.65,11.8,55359646,52925.25
2018-01-23,"220005                   BT                        7,9          7,9",,7.9,7.82,7.9,23056671,82094.16
2018-01-23,"759001                   CELLCOM                   1,7          1,7",,1.69,1.62,1.7,6797,1122.61
2018-01-23,"420085                   CIL                     17,99        17,99",0.0,17.99,0.0,0.0,0,
2018-01-23,"755001                   CITY CARS                12,2         12,2",,12.18,12.18,12.18,1001,1218.0
2018-01-23,"767001                   DELICE HOLDING           17,1         17,1",,17.28,17.0,17.4,39900176,82116.14
2018-01-23,"665001                   ELECTROSTAR               2,6          2,6",,2.55,2.55,2.6,3027,772.2
2018-01-23,"741001                   ENNAKL AUTOMOBILES      11,29         11,3",,11.2,11.2,11.3,162321,18254.97
2018-01-23,"721001                   ESSOUKNA                 3,87         3,87",0.0,3.87,0.0,0.0,0,
2018-01-23,757001                   EURO-CYCLES                27           27,2726.62,26.62,26.5,27.0,328664,88146.74
2018-01-23,"713001                   GIF-FILTER               1,47         1,47",,1.51,1.47,1.51,2726254,40881.06
2018-01-23,"731013                   HANNIBAL LEASE           8,08          8,1",,8.2,8.0,8.2,9149,7376.8
2018-01-23,"644001                   MAGASIN GENERAL          38,5         38,5",,38.5,38.5,38.5,62212,23947.0
2018-01-23,"100010                   MONOPRIX                12,16        12,16",1212.1,12.1,12.0,12.1,15005,18050.0
2018-01-23,"762001                   MPBS                      3,3          3,3",,3.3,3.23,3.35,41975881,40005.71
2018-01-23,"753001                   ONE TECH HOLDING         14,1         14,1",1413.98,13.98,13.9,14.0,319726,44604.03
2018-01-23,"570001                   POULINA GP HOLDING      10,55        10,55",,10.53,10.5,10.55,10882391,14436.54
2018-01-23,"761001                   SAH                      15,5         15,5",,15.23,15.22,15.68,1171091,179833.5
2018-01-23,"110025                   SFBT                    19,56        19,56",,19.5,19.5,19.84,21453974,19564.91
2018-01-23,"659001                   SIAME                    2,31         2,31",,2.36,2.3,2.36,2835148,66319.79
2018-01-23,400005                   SIMPAR                     44           44,0.0,44.0,0.0,0.0,0,
2018-01-23,"718001                   SITS                     2,45         2,45",,2.45,2.42,2.45,965924,23578.08
2018-01-23,"678001                   SOMOCER                  1,28         1,28",,1.27,1.25,1.27,3486469,43976.35
2018-01-23,"729001                   SOPAT                     ,73          ,73",,0.74,0.73,0.74,67066,4930.38
2018-01-23,"653001                   SOTETEL                  2,72          2,8",,2.8,2.72,2.8,656111,18263.29
2018-01-23,"763001                   SOTIPAPIER               3,29         3,29",,3.29,3.29,3.29,707,230.3
2018-01-23,"666001                   SOTRAPIL                 12,4        12,38",,13.13,12.4,13.13,190701132,43661.33
2018-01-23,658001                   SOTUMAG                     2            2,,1.98,1.94,1.99,31059,6028.02
2018-01-23,"656001                   SOTUVER                  5,19         5,19",,5.2,5.19,5.21,818640,42573.96
2018-01-23,606001                   STAR                       92           92,89.2492,92.0,89.24,92.0,725,6562.88
2018-01-23,"260095                   STB                      3,72         3,75",,3.7,3.7,3.72,1024321,38061.0
2018-01-23,"744001                   TELNET HOLDING           6,69         6,69",,6.68,6.57,6.68,1232652,81926.09
2018-01-23,"727001                   TPR                      3,57         3,57",,3.55,3.52,3.57,628334,22398.35
2018-01-23,"738001                   TUNIS RE                 8,39         8,39",,8.4,8.21,8.4,801038,66572.57
2018-01-23,"120040                   TUNISAIR                  ,41          ,41",,0.41,0.4,0.41,2143220,8697.93
2018-01-23,210090                   TUNISIE LEASING            14           14,0.0,14.0,0.0,0.0,0,
2018-01-23,"769001                   UADH                      2,4          2,4",,2.33,2.33,2.33,3151,733.95
2018-01-23,"390010                   UIB                      23,5        23,41",,23.41,23.1,23.51,9465432,21662.17
2018-01-23,"772001                   UNIMED                    8,2          8,2",,8.2,8.05,8.2,553117,44745.55
2018-01-23,"720001                   WIFACK INT BANK          7,09         7,09",,7.05,7.0,7.08,9843,6958.42
2018-01-23,230035                   AIR LIQUDE TSIE            88           88,0.0,88.0,0.0,0.0,0,
2018-01-23,"380070                   ALKIMIA                  40,7         40,7",0.0,40.7,0.0,0.0,0,
2018-01-23,"655001                   ASSURANCES SALIM         32,5         32,5",0.0,33.96,0.0,0.0,0,
2018-01-23,"300045                   ASTREE                  33,99        33,99",0.0,33.99,0.0,0.0,0,
2018-01-23,"758001                   BEST LEASE               1,85         1,84",,1.85,1.85,1.85,20495,3790.65
2018-01-23,"130055                   BTE (ADP)                17,4         17,4",0.0,17.4,0.0,0.0,0,
2018-01-23,"735001                   CIMENTS DE BIZERTE       2,21         2,27",,2.21,2.21,2.21,6506,1436.5
2018-01-23,"330090                   ELBENE INDUSTRIE         3,58         3,58",,3.58,3.58,3.58,19901,7124.2
2018-01-23,"320075                   ICF                      30,3        29,75",,31.2,30.3,31.2,41915,12750.2
2018-01-23,"672004                   MODERN LEASING           3,85          3,8",,3.96,3.85,3.96,25917,10183.68
2018-01-23,"250065                   PLAC. TSIE-SICAF        40,81        40,81",0.0,40.81,0.0,0.0,0,
2018-01-23,"667001                   SIPHAT                   5,49         5,49",0.0,5.25,0.0,0.0,0,
2018-01-23,"140070                   SPDIT - SICAF             8,1         8,15",,8.1,8.1,8.1,5002,4050.0
2018-01-23,"664001                   STEQ                     7,92         7,92",0.0,7.92,0.0,0.0,0,
2018-01-23,"410020                   TUNINVEST-SICAR          6,39         6,38",,6.38,6.38,6.39,7755,4946.25
2018-01-23,"240050                   UBCI                    22,97        22,51",22.9723,23.0,22.97,23.0,1122,2575.64
2018-01-23,"768001                   ASS MULTI ITTIHAD        7,76          7,8",,7.97,7.76,7.97,246817,19289.23
2018-01-23,"430030                   SITEX                    6,07         6,07",0.0,6.07,0.0,0.0,0,
2018-01-23,"617001                   STE TUN. DU SUCRE        7,09         7,09",0.0,7.09,0.0,0.0,0,
2018-01-24,"725001                   ADWYA                    5,78         5,65",,5.81,5.66,5.84,31317105,181513.2
2018-01-24,340005                   AMEN BANK                  24           24,23.9924,24.0,23.99,24.0,3002,7198.0
2018-01-24,"730001                   ARTES                    6,52         6,51",,6.71,6.51,6.71,18363691,21619.63
2018-01-24,"714001                   ASSAD                    9,44         9,45",,9.5,9.36,9.5,12356371,16596.32
2018-01-24,"360035                   ATB                      4,15         4,14",,4.14,4.1,4.15,228811,9382.59
2018-01-24,"774001                   ATELIER MEUBLE INT       2,36         2,36",,2.37,2.32,2.4,13927,3255.84
2018-01-24,"470010                   ATL                       3,3          3,3",,3.3,3.28,3.3,19829,6515.6
2018-01-24,"160015                   ATTIJARI BANK            42,9         42,8",,43.35,42.8,43.49,109971214,73631.53
2018-01-24,"661001                   ATTIJARI LEASING         17,9        17,86",,17.9,17.9,18.16,190713,34136.08
2018-01-24,"190060                   BH                      18,54         18,4",,18.4,18.3,18.54,11347902,8695.69
2018-01-24,"180045                   BIAT                      128        127,6",128128.1,128.1,127.6,128.16,152543,195137.0
2018-01-24,"310060                   BNA                      11,8         11,8",,11.77,11.66,11.8,288814,33832.57
2018-01-24,"220005                   BT                       7,82          7,9",,7.9,7.82,7.9,2241580,177054.5
2018-01-24,"759001                   CELLCOM                  1,69         1,69",,1.64,1.69,1.69,2202,
2018-01-24,"420085                   CIL                     17,99        17,99",,17.95,17.95,17.95,501,897.5
2018-01-24,"755001                   CITY CARS               12,18        12,18",,12.18,12.18,12.18,19383,23604.84
2018-01-24,"767001                   DELICE HOLDING          17,28        17,28",,17.28,17.28,17.3,149011,25774.66
2018-01-24,"665001                   ELECTROSTAR               2,5         2,55",,2.57,2.45,2.55,415723,10208.25
2018-01-24,"741001                   ENNAKL AUTOMOBILES       11,2         11,2",,11.2,11.0,11.2,147729,16460.89
2018-01-24,"721001                   ESSOUKNA                 3,76         3,87",,3.76,3.7,3.76,222414,8295.28
2018-01-24,"757001                   EURO-CYCLES              26,6        26,62",,26.5,26.5,26.92,6668711,77178.27
2018-01-24,"713001                   GIF-FILTER               1,54         1,51",,1.54,1.52,1.56,1421959,21930.07
2018-01-24,"731013                   HANNIBAL LEASE            8,2          8,2",,8.16,8.15,8.2,628010,51353.0
2018-01-24,"644001                   MAGASIN GENERAL          38,5         38,5",,38.9,38.32,38.9,3355,12953.2
2018-01-24,"100010                   MONOPRIX                 12,1         12,1",,12.35,12.1,12.35,24865923,3744.68
2018-01-24,"762001                   MPBS                      3,3          3,3",,3.25,3.25,3.3,1195911,39370.45
2018-01-24,"753001                   ONE TECH HOLDING        13,98        13,98",,13.98,13.92,14.0,222520,31077.22
2018-01-24,"570001                   POULINA GP HOLDING      10,66        10,53",,10.65,10.52,10.66,704130,74697.05
2018-01-24,"761001                   SAH                     15,25        15,23",,15.2,15.19,15.32,40934137,623259.5
2018-01-24,"110025                   SFBT                    19,54         19,5",,19.61,19.54,19.7,6667171,30907.27
2018-01-24,"659001                   SIAME                    2,36         2,36",,2.33,2.29,2.36,1081827,25098.53
2018-01-24,400005                   SIMPAR                     44           44,0.0,44.0,0.0,0.0,0,
2018-01-24,"718001                   SITS                     2,45         2,45",,2.4,2.4,2.44,641214,15556.58
2018-01-24,"678001                   SOMOCER                  1,24         1,27",,1.26,1.23,1.27,5143589,64333.71
2018-01-24,"729001                   SOPAT                     ,74          ,74",,0.72,0.72,0.74,1899435,13714.4
2018-01-24,"653001                   SOTETEL                   2,8          2,8",,2.8,2.74,2.8,224715,6213.85
2018-01-24,"763001                   SOTIPAPIER               3,29         3,29",,3.22,3.2,3.29,912819,29618.82
2018-01-24,"666001                   SOTRAPIL                13,13        13,13",,12.9,12.74,13.13,16378682,10710.04
2018-01-24,"658001                   SOTUMAG                  1,98         1,98",,1.97,1.93,1.98,2342084,45683.39
2018-01-24,"656001                   SOTUVER                   5,2          5,2",,5.23,5.16,5.23,303924,15805.64
2018-01-24,606001                   STAR                       92           92,9191.0,91.0,91.0,91.0,51,455.0
2018-01-24,"260095                   STB                      3,71          3,7",,3.6,3.6,3.71,332515,12139.15
2018-01-24,"744001                   TELNET HOLDING           6,74         6,68",,6.7,6.65,6.8,533401163,58624.84
2018-01-24,"727001                   TPR                      3,55         3,55",,3.58,3.55,3.59,1307332,46632.09
2018-01-24,"738001                   TUNIS RE                  8,4          8,4",,8.47,8.4,8.47,10005,8447.93
2018-01-24,"120040                   TUNISAIR                  ,41          ,41",,0.41,0.4,0.41,719015,2893.9
2018-01-24,210090                   TUNISIE LEASING            14           14,1413.99,13.99,13.99,14.0,512,713.5
2018-01-24,"769001                   UADH                     2,33         2,33",,2.27,2.27,2.29,712,162.33
2018-01-24,"390010                   UIB                     23,42        23,41",,23.35,23.35,23.42,942639,220498.0
