SEANCE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
2024-02-01,;TN00076800,10;BNA ASSURANCES,1.89,1.84,0.0,0.0,0,0,0.0
2024-02-01,;TN00013006,07;BTE0930 5.85%A,20100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00013006,23;BTE0232 6.25%P,20100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00013006,56;BTEB0124 7.55%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00013006,64;BTE A0125 11%,599.72,99.72,0.0,0.0,0,0,0.0
2024-02-01,;TN00013006,72;BTEA0125 T+2.7,55100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00013006,"80;""BTEB0127 11,5",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00013006,"98;""BTEB0127T+3,2",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00016004,93;TJARISB05247.5,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019008,36;BH1224 T+0.8%P,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019008,44;BH1224 5.3%P15,-295.0,95.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019010,40;BHSB0425 7.85%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019010,57;BHSB0425T+2.1%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019010,65;BHS C0425 8% I,7100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019010,73;BH SA0324 10%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019010,81;BH SA0324 T+2.,15102.0,102.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019010,99;BHSB0324 10.2%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019011,07;BHSB0324T+2.3%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019011,15;BH SC0326 10.3,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00019011,23;BH SC0326T+2.6,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021019,39;TLSB0324 7.85%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021019,62;TLS B0624 7.8%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021019,88;TLSB0225 8.20%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021020,10;TL B0525 8.2%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021020,69;TLFSA 0124 10.,6599.4,99.4,0.0,0.0,0,0,0.0
2024-02-01,;TN00021020,77;TLFSA 0124T+2.,75100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021020,85;TLFSB 0126 11%,,100.6,0.0,0.0,0,0,0.0
2024-02-01,;TN00021020,93;TLFSB 0126T+3%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021021,01;TL A 0624 11.4,599.53,99.53,0.0,0.0,0,0,0.0
2024-02-01,;TN00021021,19;TL A0624 T+2.7,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021021,27;TL B0626 11.7%,,102.63,0.0,0.0,0,0,0.0
2024-02-01,;TN00021021,35;TLS 0525 11.6%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021021,"43;""TLS S0126 10,",255100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00021021,50;TLFA0426 9.70%,598.64,98.64,0.0,0.0,0,0,0.0
2024-02-01,;TN00026009,97;STB0524 T+1.5%,16100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026010,03;STB0528T+1.75%,20100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026010,11;STB0533 T+2.0%,25100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026010,29;STB0225 6.5%AP,1690.0,90.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026010,45;STB0325 5.30%P,15100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026011,44;STB SA1124 10.,55100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026011,51;STB SA1124T+2.,35100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026011,69;STB SC1126 11%,,100.15,0.0,0.0,0,0,0.0
2024-02-01,;TN00026011,77;STBSC1126T+2.8,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026011,"85;""STBSD1126 11,",57100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026011,"93;""STBSE1124 11,",55100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026012,01;STB SA0425 10.,55100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00026012,19;STB SC0427 11%,,100.15,0.0,0.0,0,0,0.0
2024-02-01,;TN00026012,"27;""STBSE0425 11,",35100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00031006,74;BNA0424 5.4%AP,1595.9,95.9,0.0,0.0,0,0,0.0
2024-02-01,;TN00031007,16;BNASB0524 7.55,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00031007,73;BNASB0825 8.5%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00031007,81;BNASB825T+2.25,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034003,30;AB0528 7.0%AP2,100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034003,48;ABsb0924 5.45%,15100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034003,55;ABsb0924 T+0.8,515100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034004,05;AB0825 T+0.85%,15100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034005,53;ABSB0424 7.55A,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034005,61;AB SC0424 7.7%,7100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034006,52;AB SA0226 9% A,598.5,98.5,0.0,0.0,0,0,0.0
2024-02-01,;TN00034006,"60;""AB SB0226 9,2",599.7,5099.75,0.0,0.0,0,0,0.0
2024-02-01,;TN00034006,"78;""ABSC0228 9,4%",,500100.5,0.0,0.0,0,0,0.0
2024-02-01,;TN00034006,86;AB SA0428T+2.7,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00034006,94;AB SB0431T+2.8,10100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00036004,91;ATB0527T+1.75%,20100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00036005,09;ATB0532T+2.0%A,25100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00036005,74;ATB0524 5.7%P1,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00036005,82;ATB0529 5.9%P2,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00036006,40;ATBSA325T+2.05,,96.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00036006,57;ATBSB0328T+2.1,10100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00039002,30;UIB0724 5.5%AP,15100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00039002,48;UIB0729 5.85%A,2080.0,80.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00039002,63;UIB0831 6.3%P2,79.2,79.2,0.0,0.0,0,0,0.0
2024-02-01,;TN00039003,05;UIB0133 6.70%,20100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00039003,88;UBSB0124 7.5%A,,99.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00042014,55;CIL 0124 10.6%,599.92,99.92,0.0,0.0,0,0,0.0
2024-02-01,;TN00042014,63;CIL 0124 T+2.5,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00042014,71;CIL 0625 10.5%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00046201,34;BTK0225 T+0.8%,15100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00046201,42;BTK0230 5.85%P,20100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00047007,04;ATLC0324 7.8%A,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00047007,12;ATL S1024 7.9%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00047007,46;ATLC0325 7.95%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00047007,79;ATL C0725 8.5%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00047008,03;ATL A1224 11.6,599.8,99.8,0.0,0.0,0,0,0.0
2024-02-01,;TN00047008,11;ATL A1025 10.3,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00066104,30;JL C0324 7.85%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00066104,97;JL C1224 7.9%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00066105,21;TJLSC0625 8.35,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00066105,39;TJL A 0624 11%,5101.15,101.15,0.0,0.0,0,0,0.0
2024-02-01,;TN00066105,47;TJL B0624T+2.7,55100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00066105,54;TJL S1125 10.2,5599.17,99.17,0.0,0.0,0,0,0.0
2024-02-01,;TN00067201,30;MLSB0425 8.25%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00072001,73;WIBIA0624 10.2,5595.0,95.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00072001,81;WIB IB0624 10.,5596.0,96.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00072001,99;WIBIC0626 10.7,5798.0,98.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00072002,07;WIB ID 0626 11,795.0,95.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073103,60;HL B0224 7.85%,,99.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073104,10;HL B0724 7.85%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073104,44;HL B0125 8.25%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073104,77;HL SB0525 8.5%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073104,85;HL A0224 11.15,590.0,90.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073104,93;HL A0224 T+3.5,5102.0,102.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073105,01;HL B0226 11.5%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073105,"35;""HLA1125 10,6%",5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073105,"43;""HL B1125 10,6",5100.0,310100.3,100.0,0.0,0,0,0.0
2024-02-01,;TN00073105,"50;""HLA0126 10,3%",5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073105,"68;""HL B0126 10,3",5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073105,76;HL A 0226 10%,5101.84,101.84,0.0,0.0,0,0,0.0
2024-02-01,;TN00073105,"84;""HLB0228 10,1%",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00073401,28;SER R 1224 11.,651.09,1.09,0.0,0.0,0,0,0.0
2024-02-01,;TN00073401,36;SER R 1224T+4.,65100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00077800,34;ABC B0725 8.4%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00077800,42;ABC B0725T+2.4,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00077800,"59;""ABCC0725T+2,5",7100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00077800,67;ABC A0625 11%A,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00077800,"75;""ABCB0627 11,5",,105.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080003,66;BTA 6% avril 2,2499.23,99.23,0.0,0.0,0,0,0.0
2024-02-01,;TN00080005,15;E NAT 6.35% 20,1465.0,65.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080005,49;E NAT HASSN 20,14100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080005,80;BTA 6.3% Oct 2,2697.4,97.4,0.0,0.0,0,0,0.0
2024-02-01,;TN00080005,98;BTA 6% Janv  2,2499.87,99.87,0.0,0.0,0,0,0.0
2024-02-01,;TN00080006,06;BTA6.7% Avril,202893.1,93.1,0.0,0.0,0,0,0.0
2024-02-01,;TN00080006,22;BTA 6.3% Mars,202685.1,85.1,0.0,0.0,0,0,0.0
2024-02-01,;TN00080006,"55;""BTA 6,6% Mars",202793.9,5093.95,0.0,0.0,0,0,0.0
2024-02-01,;TN00080006,"63;""BTA 7,5% Juil",203297.0,97.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080006,97;BTA 7% Juil  2,2890.5,90.5,0.0,0.0,0,0,0.0
2024-02-01,;TN00080007,"05;""BTA 6,5% Juin",202595.0,95.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080007,"21;""BTA 7,2% Fev",202792.7,5092.75,0.0,0.0,0,0,0.0
2024-02-01,;TN00080007,"39;""BTA 7,4% Fev",203097.0,97.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080007,"47;""BTA 7,2% Mai",202792.7,5092.75,0.0,0.0,0,0,0.0
2024-02-01,;TN00080007,62;BTA 8% Nov 203,97.0,97.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080007,"70;""BTA 7,3% Dec",202791.0,5091.05,0.0,0.0,0,0,0.0
2024-02-01,;TN00080007,"96;""BTA 7,5% Janv",2028100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,04;BTA 8% Mars 20,33100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,"12;""BTA 7,5% Dec",2028100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,"20;""ENAT2021 8,70",96.0,96.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,"38;""E NAT 2021 8,",8098.3,1098.31,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,"46;""E NAT 2021 8,",90100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,53;ENAT2 HASSAN21,100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,"87;""ENAT22021 8,7",92.0,92.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080008,"95;""ENAT2 2021 8,",80100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN00080009,"03;""ENAT2 2021 8,",9096.0,96.0,0.0,0.0,0,0,0.0
2024-02-01,;TN06F5NFW3,K1;ATLA1028 10.7%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN0GGAF4RX,47;ABSD1030 10.3%,7100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN0JN6PVVH,"38;""ENAT32022 T+2",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN0LAJZU8L,"X6;""ENAT3 2023T+1",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN0OU20VQY,"S5;""ENAT1 2022B T",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN0PID0RGA,E6;BH SC1028 9.1%,,98.93,0.0,0.0,0,0,0.0
2024-02-01,;TN0R77XCOA,H0;STBSE0127 8.7%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN0S9Z1I0G,78;BSA0627 8.75%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN10K3C5R1,"G1;""ENAT4 2023T+1",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN11TIB0EP,"V4;""ENAT2 2022T+2",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN19GXXADL,"D0;""BTA 9,5% aout",2035100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN2MVOGUKO,A5;ENT4 2022 T+2%,94.0,94.0,0.0,0.0,0,0,0.0
2024-02-01,;TN2MYCP047,G7;STBSC0127T+2.7,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN2XZZTDCR,70;BSA0627T+2.55%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN36Q8OXFK,87;ENAT1 HASSAN20,23100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN3C6DVEWM,"76;""ENAT12023T+1,",75100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN3QL5M1QL,"W6;""ENAT3 2021 8,",9094.0,94.0,0.0,0.0,0,0,0.0
2024-02-01,;TN4A4WPDZO,"C1;""ENAT3 2022 9,",60100.0,150100.1,500.0,0.0,0,0,0.0
2024-02-01,;TN4IAOG1Z7,S3;BSE0629T+3.25%,7100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN4J4VCBM1,40;TJL A 0927 10%,598.84,98.84,0.0,0.0,0,0,0.0
2024-02-01,;TN4UMPL967,X2;STBSB0127T+2.5,55100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN5PTKYMCD,13;ABSC1030 10.2%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN5QHXZ8T3,"48;""ENAT32021 T+2",,190101.1,900.0,0.0,0,0,0.0
2024-02-01,;TN5XXZZ454,"U2;""ENAT1 2022 C",,94.0,0.0,0.0,0,0,0.0
2024-02-01,;TN6DQ00JBL,"T7;""ENAT12023 9,7",593.5,93.5,0.0,0.0,0,0,0.0
2024-02-01,;TN6K3B3UUB,12;WIBB0130 9.75%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN6KZZZEJ5,N2;ATL B0129 9.8%,,101.1,0.0,0.0,0,0,0.0
2024-02-01,;TN714WHHNW,N4;ENAT2 HASSAN20,22100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN77U54Q5N,V3;HL A0327 9.6%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN7PM93UZP,"50;""ENAT42022T+2,",5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN8DSPQCBC,06;ATL A 1027 10%,599.24,99.24,0.0,0.0,0,0,0.0
2024-02-01,;TN8J8QFA41,23;BSD0629 9.20%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN8X3GZLYO,R8;STBSA0127T+2.3,5100.35,100.35,0.0,0.0,0,0,0.0
2024-02-01,;TN99P72UER,"Y9;""TLF0428 10,55",5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TN9MG9SI38,K0;BSC0627T+2.95%,599.97,99.97,0.0,0.0,0,0,0.0
2024-02-01,;TNA3G5IE29,61;ENAT4HASSAN202,2100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNA4HARL4U,U5;BHSD1028T+2.9%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNAGSVAWF5,T2;HLB0328 T+2.6%,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNBHB9XIP3,94;ENAT1 HASSAN20,22100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNBII1MJCE,"F3;""ENAT4 2023 9,",8100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNBLRFH96S,L4;BSB0627 8.75%,5100.13,100.13,0.0,0.0,0,0,0.0
2024-02-01,;TNBSXXEKBF,"R8;""ENAT42023 9,9",5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNBWI945JE,A5;ATLB0230 10.7%,,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNBYTZTD19,"Z0;""ENT12023T+1,7",105.0,105.0,0.0,0.0,0,0,0.0
2024-02-01,;TNCDR74CL7,01;ENAT1 HASSAN20,22100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNCGJF5TW0,27;ENAT1 2023 9.8,93.5,93.5,0.0,0.0,0,0,0.0
2024-02-01,;TNCR2TMAK1,"K8;""ENAT2 2023 9,",899.0,99.0,0.0,0.0,0,0,0.0
2024-02-01,;TNCTFVWUXV,74;TJLB927 T+2.75,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNDE9EH7SA,12;ABSA1028 10.05,5100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNDJUT047V,F9;BSF0632T+3.35P,,100.18,0.0,0.0,0,0,0.0
2024-02-01,;TNDRFUSQRG,"B4;""ENAT2 2023T+1",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNDSN3G1YQ,"E9;""ENAT3 2023 9,",95100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNE5I87AYZ,T5;ENAT3 HASSAN21,100.0,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNEFCT8MXY,"Z3;""ENAT4 2022 9,",6094.0,94.0,0.0,0.0,0,0,0.0
2024-02-01,;TNFOOWIRG8,"H7;""ENAT22022 T+2",,100.0,0.0,0.0,0,0,0.0
2024-02-01,;TNFSFT39R8,00;BSG0632 9.70%,10100.76,100.76,0.0,0.0,0,0,0.0
2024-02-01,;TNFUHZ3R7V,R5;ATL A0127 9.6%,598.85,98.85,0.0,0.0,0,0,0.0
