SEANCE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
2017-02-01,100010,MONOPRIX,9.8,9.8,9.55,9.8,3055,92,9189.0
2017-02-01,110025,SFBT,19.2,19.4,19.0,19.5,3821,317,2703.57
2017-02-01,120040,TUNISAIR,0.6,0.6,0.59,0.6,4651,8,2790.4
2017-02-01,160015,ATTIJARI BANK,27.39,27.1,27.02,27.39,1726,184,6802.41
2017-02-01,180045,BIAT,87.06,88.0,87.06,89.0,589,105,1625.32
2017-02-01,190060,BH,18.7,18.7,18.7,18.7,1,1,18.7
2017-02-01,210090,TUNISIE LEASING,17.81,17.81,17.81,17.81,4,1,71.24
2017-02-01,220005,BT,7.82,7.8,7.77,7.82,4159,113,2480.44
2017-02-01,260095,STB,3.92,3.92,3.92,3.92,10,1,39.2
2017-02-01,310060,BNA,9.1,9.1,9.1,9.2,2238,82,368.26
2017-02-01,340005,AMEN BANK,24.2,24.2,24.19,24.2,31,3,750.16
2017-02-01,360035,ATB,0.0,0.0,0.0,0.0,0,0,0.0
2017-02-01,390010,UIB,18.39,18.37,18.37,18.39,757,21,3917.77
2017-02-01,400005,SIMPAR,0.0,0.0,0.0,0.0,0,0,0.0
2017-02-01,420085,CIL,15.0,14.99,14.99,15.0,1625,72,4374.75
2017-02-01,470010,ATL,3.0,3.01,3.0,3.01,1140,3,3421.4
2017-02-01,570001,POULINA GP HOLDING,6.9,6.89,6.74,6.9,113,4,763.67
2017-02-01,606001,STAR,0.0,0.0,0.0,0.0,0,0,0.0
2017-02-01,644001,MAGASIN GENERAL,25.68,25.68,25.68,25.68,1,1,25.68
2017-02-01,653001,SOTETEL,2.55,2.54,2.54,2.55,43,2,109.23
2017-02-01,656001,SOTUVER,3.83,3.79,3.75,3.85,7643,142,9077.17
2017-02-01,658001,SOTUMAG,1.94,1.9,1.9,1.95,1191,7,2287.4
2017-02-01,659001,SIAME,2.39,2.4,2.35,2.4,8134,91,9397.65
2017-02-01,661001,ATTIJARI LEASING,19.69,19.69,19.69,19.69,38,2,748.22
2017-02-01,665001,ELECTROSTAR,3.18,3.15,3.01,3.18,107,8,327.05
2017-02-01,666001,SOTRAPIL,8.77,8.77,8.77,8.77,100,1,877.0
2017-02-01,672004,MODERN LEASING,3.89,3.88,3.88,3.89,151,2,585.89
2017-02-01,678001,SOMOCER,1.48,1.48,1.42,1.48,24389,663,5100.13
2017-02-01,713001,GIF-FILTER,1.8,1.78,1.71,1.8,1680,21,2894.95
2017-02-01,714001,ASSAD,6.21,6.19,6.01,6.21,1062,9,6395.8
2017-02-01,718001,SITS,2.1,2.13,2.1,2.13,20,2,42.3
2017-02-01,720001,WIFACK INT BANK,7.6,7.59,7.55,7.6,1088,8,8238.93
2017-02-01,721001,ESSOUKNA,3.94,3.94,3.94,3.94,5,1,19.7
2017-02-01,725001,ADWYA,6.37,6.27,6.27,6.37,148,3,941.26
2017-02-01,727001,TPR,2.8,2.85,2.8,2.85,17611,354,9918.42
2017-02-01,729001,SOPAT,1.24,1.24,1.21,1.24,471,5,570.47
2017-02-01,730001,ARTES,7.9,7.9,7.9,7.9,875,4,6912.5
2017-02-01,731013,HANNIBAL LEASE,0.0,0.0,0.0,0.0,0,0,0.0
2017-02-01,735001,CIMENTS DE BIZERTE,3.6,3.52,3.52,3.6,2003,4,7050.8
2017-02-01,738001,TUNIS RE,8.29,8.29,8.29,8.29,75,1,621.75
2017-02-01,741001,ENNAKL AUTOMOBILES,14.48,14.48,14.4,14.48,1078,91,5534.9
2017-02-01,744001,TELNET HOLDING,3.57,3.6,3.51,3.65,17753,276,3662.01
2017-02-01,753001,ONE TECH HOLDING,8.75,8.75,8.75,8.75,10,1,87.5
2017-02-01,755001,CITY CARS,15.51,15.51,15.51,15.51,950,41,4734.5
2017-02-01,757001,EURO-CYCLES,40.71,40.75,40.5,40.8,3511,4014,3048.19
2017-02-01,759001,CELLCOM,0.0,0.0,0.0,0.0,0,0,0.0
2017-02-01,761001,SAH,13.96,13.85,13.7,13.96,3358,154,6531.36
