SEANCE,CODE_INDICE,LIB_INDICE,INDICE_JOUR,INDICE_VEILLE,VARIATION_VEILLE,INDICE_PLUS_HAUT,INDICE_PLUS_BAS,INDICE_OUV
2018-01-02,905001,TUNINDEX,6203.27,6281.83,-1.25,6287.26,6175.95,6287.26
2018-01-02,905002,INDSF,4400.26,4479.08,-1.76,4484.02,4389.84,4484.02
2018-01-02,905003,INDBQ,4118.65,4199.02,-1.91,4204.26,4106.49,4204.26
2018-01-02,905004,INDAS,8891.45,8960.77,-0.77,8967.35,8862.11,8967.35
2018-01-02,905005,INSFI,5281.07,5288.63,-0.14,5307.21,5261.92,5307.21
2018-01-02,905008,INDSC,3116.57,3129.23,-0.4,3139.68,3116.57,3129.98
2018-01-02,905009,INDDI,4965.37,4986.13,-0.42,4999.99,4965.37,4987.36
2018-01-02,905013,INBCO,5837.41,5880.43,-0.73,5857.76,5772.38,5857.76
2018-01-02,905014,INAUE,2105.42,2096.46,0.43,2105.42,2091.98,2100.94
2018-01-02,905015,INAAB,6859.35,6887.71,-0.41,6864.96,6772.02,6864.96
2018-01-02,905016,INPMP,2439.76,2502.24,-2.5,2484.2,2427.75,2484.2
2018-01-02,905017,INDIN,1406.67,1407.11,-0.03,1415.14,1404.54,1411.92
2018-01-02,905018,INBMC,786.93,781.02,0.76,792.11,782.82,787.07
2018-01-02,905020,INDMB,1948.2,1998.19,-2.5,1998.19,1943.96,1998.19
2018-01-02,905028,TUNINDEX20,2779.59,2822.58,-1.52,2825.14,2767.04,2825.14
2018-01-03,905001,TUNINDEX,6257.17,6203.27,0.87,6257.24,6190.56,6191.54
2018-01-03,905002,INDSF,4415.58,4400.26,0.35,4415.58,4384.96,4390.84
2018-01-03,905003,INDBQ,4131.47,4118.65,0.31,4131.47,4103.42,4108.84
2018-01-03,905004,INDAS,8918.02,8891.45,0.3,8964.06,8884.87,8891.45
2018-01-03,905005,INSFI,5328.04,5281.07,0.89,5328.04,5258.11,5279.32
2018-01-03,905008,INDSC,3153.67,3116.57,1.19,3154.89,3106.38,3117.13
2018-01-03,905009,INDDI,5029.53,4965.37,1.29,5031.53,4948.65,4966.28
2018-01-03,905013,INBCO,5964.34,5837.41,2.17,5967.93,5820.25,5820.54
2018-01-03,905014,INAUE,2094.55,2105.42,-0.52,2094.55,2064.02,2072.98
2018-01-03,905015,INAAB,7029.12,6859.35,2.48,7030.6,6838.49,6838.49
2018-01-03,905016,INPMP,2467.11,2439.76,1.12,2479.8,2436.54,2439.01
