SEANCE,GROUPE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
2010-04-01,11,100010,MONOPRIX,232.0,232.5,232.0,234.0,298.0,206.0,9356.1
2010-04-01,11,110025,SFBT,12.72,12.6,12.35,12.72,3825.0,174.0,8150.95
2010-04-01,11,120040,TUNISAIR,2.56,2.5,2.5,2.56,6990.0,161.0,7497.14
2010-04-01,11,130055,BTE (ADP),31.0,31.0,31.0,31.0,694.0,72.0,1514.0
2010-04-01,11,140070,SPDIT - SICAF,6.05,6.2,6.05,6.2,3180.0,101.0,9468.5
2010-04-01,11,160015,ATTIJARI BANK,21.99,21.7,21.46,21.99,2484.0,275.0,3959.07
2010-04-01,11,180045,BIAT,64.1,64.11,63.97,64.5,1594.0,2610.0,2085.36
2010-04-01,11,190060,BH,27.65,27.65,27.64,27.65,680.0,81.0,8799.5
2010-04-01,11,210090,TUNISIE LEASING,25.3,25.2,24.41,25.3,1708.0,254.0,3077.38
2010-04-01,11,220005,BT,97.01,98.0,97.0,98.0,988.0,329.0,6526.13
2010-04-01,11,260095,STB,14.4,14.51,14.4,14.52,37201.0,5653.0,9443.54
2010-04-01,11,310060,BNA,11.48,11.59,11.48,11.72,4237.0,164.0,9110.67
2010-04-01,11,340005,AMEN BANK,53.0,53.3,53.0,53.3,368.0,21.0,9599.4
2010-04-01,11,360035,ATB,8.08,8.07,8.07,8.08,5439.0,54.0,3898.83
2010-04-01,11,390010,UIB,18.4,18.49,18.3,18.5,9582.0,5917.0,6534.87
2010-04-01,11,400005,SIMPAR,37.6,37.6,37.6,37.6,3250.0,112.0,2200.0
2010-04-01,11,410020,TUNINVEST-SICAR,11.52,11.55,11.52,11.55,835.0,5.0,9642.9
2010-04-01,11,420085,CIL,28.8,28.98,28.8,29.0,704.0,92.0,312.7
2010-04-01,11,470010,ATL,5.3,5.4,5.3,5.4,15550.0,448.0,3102.1
2010-04-01,11,570001,POULINA GP HOLDING,7.01,7.02,7.01,7.04,13516.0,219.0,4812.34
2010-04-01,11,606001,STAR,143.5,145.45,143.5,145.45,20.0,4.0,2882.25
2010-04-01,11,644001,MAGASIN GENERAL,126.46,126.46,126.46,126.46,100.0,21.0,2646.0
2010-04-01,11,653001,SOTETEL,15.21,15.6,15.21,15.78,3130.0,264.0,8817.83
2010-04-01,11,656001,SOTUVER,101.0,99.0,97.97,101.0,37.0,7.0,3658.7
2010-04-01,11,659001,SIAME,3.34,3.37,3.3,3.4,179603.0,4859.0,4378.5
2010-04-01,11,665001,ELECTROSTAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,11,666001,SOTRAPIL,11.02,10.69,10.69,11.02,191.0,6.0,2089.84
2010-04-01,11,667001,SIPHAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,11,678001,SOMOCER,1.85,1.92,1.85,1.93,28726.0,525.0,4572.84
2010-04-01,11,713001,GIF-FILTER,7.05,7.24,7.03,7.24,31307.0,13122.0,4667.12
2010-04-01,11,714001,ASSAD,12.35,12.5,12.35,12.5,606.0,5.0,7497.5
2010-04-01,11,718001,SITS,3.64,3.64,3.6,3.65,3317.0,161.0,2033.97
2010-04-01,11,720001,EL WIFACK LEASING,13.69,13.55,13.54,13.69,662.0,5.0,9039.1
2010-04-01,11,721001,ESSOUKNA,5.3,5.32,5.3,5.32,200.0,2.0,1062.0
2010-04-01,11,725001,ADWYA,8.68,8.46,8.46,8.68,11513.0,439.0,7414.21
2010-04-01,11,727001,TPR,5.61,5.66,5.61,5.71,17959.0,3810.0,1053.02
2010-04-01,11,730001,ARTES,12.2,12.4,12.2,12.4,1248.0,141.0,5458.1
2010-04-01,12,230035,AIR LIQUDE TSIE,262.0,262.0,262.0,262.0,3.0,2.0,786.0
2010-04-01,12,240050,UBCI,52.0,52.0,52.0,52.0,250.0,11.0,3000.0
2010-04-01,12,250065,PLAC. TSIE-SICAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,12,290030,PALM BEACH (AA),8.54,8.54,8.54,8.54,862.0,2.0,7361.48
2010-04-01,12,300045,ASTREE,65.92,65.92,65.92,65.92,1.0,1.0,65.92
2010-04-01,12,320075,ICF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,12,330090,TUNISIE LAIT,4.18,4.18,4.18,4.18,100.0,1.0,418.0
2010-04-01,12,380070,ALKIMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,12,503001,STIP,2.3,2.3,2.3,2.3,10.0,1.0,23.0
2010-04-01,12,658001,SOTUMAG,1.54,1.55,1.54,1.55,3840.0,6.0,5928.0
2010-04-01,12,661001,ATTIJARI LEASING,23.3,23.31,23.3,23.31,1143.0,82.0,6637.76
2010-04-01,12,664001,STEQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,12,735001,CIMENTS DE BIZERTE,8.3,8.2,8.2,8.31,5230.0,314.0,3080.01
2010-04-01,13,150085,AMS,4.68,4.68,4.68,4.68,550.0,4.0,2574.0
2010-04-01,13,430030,SITEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,13,617001,STE TUN. DU SUCRE,11.11,11.11,11.11,11.11,100.0,1.0,1111.0
2010-04-01,13,655001,SALIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,130056,BTE611T+1.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,130057,"BTE0919 5,25%AP10",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,160034,OCTJ0112 4.82%FIN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,190081,"BH1214 T+1,2%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210107,TL 0310 7.00%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210108,TL 0310 T+1.40%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210109,TLF 1010 7.00% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210110,TLV1010 T+1.40%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210111,TLS F1111  6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210112,TLS V1111 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210117,TL 0712   7 %  AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210118,TL0712T+1.375% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210119,TL1212 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210120,TL1212 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210123,TL0113 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210124,TL0113 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210125,TL0613 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210126,TL0613 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210127,TLS1113 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210128,TLS1113 T+1.0AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210129,"TLS0114 6,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210130,"TLS0114 T+1,0AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210133,"TLS0314 6,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210134,"TLS0314 T+1,0AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210137,"TLS0914 5,65%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,210138,"TLS0914 T+1,25%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,260099,STB0524 T+1.5%AP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,260100,STB0528T+1.75%AP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,260101,STB0533 T+2.0%AP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,260102,"STB0225 6,5%AP16",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,310067,"BNA0424 5,4%AP15",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,340023,AB0412 TX+1% AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,340026,AB 0117 T+1% AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,340032,AB0523 6.5%AP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,340033,AB0528 7.0%AP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,340034,"ABSB0924 5,45%P15",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,340035,"ABSB0924 T+0,85P15",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360047,ATB0517T+0.75%AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360048,ATB0523T+1.25%AP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360049,ATB0527T+1.75%AP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360050,ATB0532T+2.0%AP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360055,"ATB0516T+0,5P7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360056,"ATB0519T+0,75P10-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360057,"ATB0524 5,7%P15-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,360058,"ATB0529 5,9%P20-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,390022,"UIB0719 5,25%AP10",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,390023,"UIB0724 5,5%AP15",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,390024,"UIB0729 5,85%AP20",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420094,CILF0310 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420095,CILV310T+1.25AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420096,CIL1010 7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420097,CIL1010T+1.25AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420098,CIL0911 7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420099,CIL0911T+1.25AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420100,CILF 0310 7%  AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420101,CILV0310T+1.25%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420102,CILF1012 7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420103,CILV1012T1.25AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420105,CIL0113 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420106,CIL0113 T+1.25AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420107,CIL0213 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420108,CIL0213 T+1.25AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420109,CIL0813 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420110,CIL0813 T+1.125AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420113,"CIL01197,25%AP10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420114,"CIL0119T+1,5AP10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420115,"CIL0714 5,5%P5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420116,CIL0714 T+1%P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420117,"CIL0914 5,375%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,420118,"CIL0914 T+0,75%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,462010,BTKD1211 6.25% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470021,ATL 0310 7.00%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470022,ATL 0310T+1.25%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470023,ATL 0613 6.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470024,ATL0812 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470025,ATL0812 T+0.75%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470030,"ATL0818 7,0%AP10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470031,"ATL0818T+1,5%P10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470032,ATL0513 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470033,ATL0513 T+0.75%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470034,"ATL0514 5,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470035,"ATL0916 5,25%P7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,470036,"ATL0916T+0,75%P7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,526005,"MXA0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,526006,"MXB0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,526007,"MXC0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,526008,"MXD0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,526009,"MXE0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,526010,"MXF0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,526011,"MXG0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,600002,UTL0312 7% AP 7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,600003,UTL0912  7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,661008,GL0710 7.5%  AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,661009,GLF211 7.5%  AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,661010,GLV211T+1.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,661011,GL 0110  7.25% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,675002,AIL0810 6.5% AP5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,675003,AIL0810 6.5% AP5-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,675004,AIL1212 6.875%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,675005,AIL0913 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,675006,"AIL0214 6,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,677003,PB0415 6.5%AP7-2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,677004,PB0415 6.5%AP7-2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,677005,PB0415 6.5%AP7-2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,681001,SEPCM0310 7.5% AP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,682002,AFRA0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,682003,AFRB0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,682004,AFRC0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,682005,AFRD0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,685001,SCLUBA6107.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,685002,SCLUBB6107.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,712002,SKAA06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,712003,SKAB06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,712004,SKAC06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,712005,SKAD06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719001,UF0910 6.5%  AP5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719002,UF0910 6.5%  AP5-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719003,UF0910 T+1%  AP5-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719004,UF0910 6.5%  AP5-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719005,UF1111 6.5% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719006,UF1111 T+1%  AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719007,UF0313 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,719008,UF0313 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,720003,WIF0611 6.5% AP5 A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,720004,WIF0611 6.5% AP5 B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,723001,MR0613 6.5% AP7-2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,723002,MR0613 6.5% AP7-2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,728001,"STMA0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,728002,"STMB0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,728003,"STMC0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,728004,"STMD0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,728005,"STME0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,731001,HL0513 6.9%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,731002,HL0513 T+1.65%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,731003,"HL0814 5,75%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,731004,"HL0814 T+1,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,731005,"HL0914 5,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,731006,"HL0914 T+1,0%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,732001,"SIHM0915 6,4%P7-2A",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,732002,"SIHM0915 6,4%P7-2B",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,732003,"SIHM0915 6,4%P7-2C",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,732004,"SIHM0915 6,4%P7-2D",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800004,BTA10 6.75%AVR10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800012,BTA12 8.25% JUL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800014,BTA7.5% AVRIL 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800017,BTA 7 % JANV 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800018,BTA 7 % FEV 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800019,BTA  6.0% MARS 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800020,BTA 6.1%  OCT 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800021,BTA ZC OCT 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800022,BTA 6.9 % 09052022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800023,BTA 6.75%   072017,110.7,110.7,110.7,110.7,450.0,151.0,3129.465
2010-04-01,21,800024,BTA ZC DEC 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800025,BTA 5% MARS 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800026,"BTA 5,25% MARS2016",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800027,"BTA 5,5% MARS 2019",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,21,800028,"BTA 4,3% AOUT 2011",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,100011,MONOPRIX DA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,110028,SFBT (DA 1/6),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,110029,SFBT (DA 1/7),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,110030,SFBT (DA 1/2) 2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,110031,SFBTDA1/2(11/4/02),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,110032,SFBT DA 1/12 2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,110033,SFBT DA2007 1/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,120041,TUNISAIR - DA 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,120046,TUNISAIR - DA 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,120047,TAIR DA1/10 010799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,120049,TAIR DA1/10 030700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,120051,TUNISAIR DA 1/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,120053,TAIR DA1/22 310806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,120054,TAIR DA 1/5 010908,0.3,0.3,0.3,0.3,2.0,1.0,0.6
2010-04-01,32,120056,TAIR DA1/11 170709,0.2,0.2,0.2,0.2,6.0,2.0,1.2
2010-04-01,32,160016,TJARI - (DA),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,160026,TJARI -  DA39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,180046,BIAT DA32 4/60,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,180050,BIAT DA36 1/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,190061,BQ HABITAT (DA),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,190067,BH DA 1/20 150999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,190071,BH DA1/25 14022000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,190077,BHDA 1/15 28052007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210091,TUN. LEAS. (DA 10),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210095,TLS DA 1/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210098,TLS DA 1/5(021202),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210101,TLS DA 1/6(181203),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210106,TLS DA 1/7(061204),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210115,TLS DA1/55(010307),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210121,TLS DA 1/56 030308,0.3,0.3,0.3,0.3,32.0,1.0,9.6
2010-04-01,32,210131,TLS DA 1/57 020309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,210136,TLS NS J 01072009,23.94,23.94,23.94,23.94,110.0,6.0,2633.4
2010-04-01,32,210139,TLS DA 1/68 301209,0.36,0.36,0.36,0.36,829.0,17.0,298.44
2010-04-01,32,220010,BQ DE TSIE - DA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,220021,BT DA 3/10 170599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,220025,BTDA1/7(3/12/01),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,220031,BT DA 1/2 23052006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,220032,BT DA 1/2 10/06/09,44.04,44.04,44.04,44.04,1.0,1.0,44.04
2010-04-01,32,230036,AIR LIQ DA1/4 0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230037,AIR LIQ DA1/6 0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230039,ALQ DA1/6 (160902),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230040,AIR LIQ DA1/8 0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230041,ALQ DA1/10 7/09/04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230042,ALQDA1/12 06/09/05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230043,ALQ DA1/12 070906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230044,ALQ DA 1/12  0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230045,AL DA 1/11 030908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,32,230046,AL DA 1/12 030909,18.56,18.56,18.56,18.56,1.0,1.0,18.56
