SEANCE,GROUPE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
2010-08-04,11,220005,BT,100.02,100.1,100.02,100.8,1989.0,4519.0,9132.0
2010-08-04,11,260095,STB,15.55,15.69,15.5,15.7,16829.0,7226.0,1911.2
2010-08-04,11,310060,BNA,13.72,13.9,13.69,14.0,21333.0,9029.0,5272.91
2010-08-04,11,340005,AMEN BANK,60.01,61.0,60.0,61.8,4309.0,6726.0,2345.42
2010-08-04,11,360035,ATB,8.7,8.7,8.69,8.7,3986.0,133.0,4678.13
2010-08-04,11,390010,UIB,21.69,21.65,21.5,21.69,21645.0,10046.0,6700.14
2010-08-04,11,400005,SIMPAR,62.0,63.86,60.4,63.86,5639.0,7134.0,4227.34
2010-08-04,11,410020,TUNINVEST-SICAR,13.0,13.1,12.9,13.1,541.0,6.0,7041.1
2010-08-04,11,420085,CIL,37.9,37.8,37.51,38.0,1344.0,235.0,875.6
2010-08-04,11,470010,ATL,5.39,5.36,5.35,5.39,39139.0,8420.0,9722.44
2010-08-04,11,570001,POULINA GP HOLDING,7.75,7.7,7.7,7.75,10520.0,938.0,1170.8
2010-08-04,11,606001,STAR,164.79,167.5,164.02,168.3,1512.0,3925.0,2255.83
2010-08-04,11,644001,MAGASIN GENERAL,124.7,124.7,123.6,124.7,72.0,4.0,8916.2
2010-08-04,11,653001,SOTETEL,16.5,16.5,16.35,16.6,1751.0,272.0,8890.91
2010-08-04,11,656001,SOTUVER,92.72,93.99,92.72,95.49,710.0,306.0,6469.33
2010-08-04,11,659001,SIAME,4.0,4.04,4.0,4.09,32110.0,7712.0,8708.18
2010-08-04,11,665001,ELECTROSTAR,8.67,9.08,8.67,9.08,2231.0,251.0,9784.28
2010-08-04,11,666001,SOTRAPIL,12.56,12.5,12.5,12.7,1905.0,92.0,3870.0
2010-08-04,11,667001,SIPHAT,17.2,17.79,17.2,17.79,10.0,2.0,174.95
2010-08-04,11,678001,SOMOCER,2.42,2.46,2.35,2.46,515784.0,231126.0,629.89
2010-08-04,11,713001,GIF-FILTER,8.5,8.58,8.41,8.58,11706.0,329.0,9649.93
2010-08-04,11,714001,ASSAD,12.87,13.09,12.87,13.09,10533.0,6813.0,6653.06
2010-08-04,11,718001,SITS,4.21,4.42,4.19,4.42,72915.0,9731.0,6525.67
2010-08-04,11,720001,EL WIFACK LEASING,18.4,18.6,18.31,18.69,1661.0,173.0,561.94
2010-08-04,11,721001,ESSOUKNA,8.84,8.77,8.7,8.84,24329.0,6721.0,3582.03
2010-08-04,11,725001,ADWYA,7.68,7.72,7.68,7.74,8987.0,506.0,9424.62
2010-08-04,11,727001,TPR,6.17,6.09,6.08,6.17,37236.0,17422.0,7967.26
2010-08-04,11,730001,ARTES,11.86,12.0,11.85,12.0,3965.0,304.0,7236.92
2010-08-04,11,735001,CIMENTS DE BIZERTE,7.36,7.35,7.23,7.39,21256.0,6915.0,5330.35
2010-08-04,12,230035,AIR LIQUDE TSIE,300.52,300.52,300.52,300.52,7.0,3.0,2103.64
2010-08-04,12,240050,UBCI,60.0,60.2,60.0,60.2,1050.0,126.0,3060.0
2010-08-04,12,250065,PLAC. TSIE-SICAF,42.1,42.1,42.1,42.1,115.0,1.0,4841.5
2010-08-04,12,300045,ASTREE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,12,320075,ICF,52.0,52.2,52.0,52.2,545.0,172.0,8439.0
2010-08-04,12,330090,TUNISIE LAIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,12,380070,ALKIMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,12,503001,STIP,2.92,2.93,2.92,2.93,4631.0,81.0,3528.5
2010-08-04,12,655001,ASSURANCES SALIM,20.9,21.01,20.9,21.01,25005.0,27752.0,4817.7
2010-08-04,12,658001,SOTUMAG,1.6,1.6,1.6,1.6,3011.0,9.0,4817.6
2010-08-04,12,661001,ATTIJARI LEASING,31.38,31.38,31.38,31.38,45.0,2.0,1412.1
2010-08-04,12,664001,STEQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,13,150085,AMS,4.85,4.99,4.81,4.99,1650.0,8.0,8004.5
2010-08-04,13,430030,SITEX,7.15,7.15,7.15,7.15,50.0,1.0,357.5
2010-08-04,13,617001,STE TUN. DU SUCRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,130056,BTE611T+1.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,130057,"BTE0919 5,25%AP10",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,160034,OCTJ0112 4.82%FIN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,190081,"BH1214 T+1,2%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,190083,"BH1224 T+0,8%P15-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,190084,"BH1224 5,3%P15-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210109,TLF 1010 7.00% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210110,TLV1010 T+1.40%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210111,TLS F1111  6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210112,TLS V1111 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210117,TL 0712   7 %  AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210118,TL0712T+1.375% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210119,TL1212 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210120,TL1212 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210123,TL0113 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210124,TL0113 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210125,TL0613 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210126,TL0613 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210127,TLS1113 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210128,TLS1113 T+1.0AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210129,TLS0114 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210130,TLS0114 T+1.0AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210133,TLS0314 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210134,TLS0314 T+1.0AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210137,"TLS0914 5,65%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210138,"TLS0914 T+1,25%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210142,"TLS0315 5,125%P5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,210143,"TLS0315 T+0,625%P5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,260099,STB0524 T+1.5%AP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,260100,STB0528T+1.75%AP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,260101,STB0533 T+2.0%AP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,260102,STB0225 6.5%AP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,310067,BNA0424 5.4%AP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,340023,AB0412 TX+1% AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,340026,AB 0117 T+1% AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,340032,AB0523 6.5%AP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,340033,AB0528 7.0%AP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,340034,"ABSB0924 5,45%P15",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,340035,"ABSB0924 T+0,85P15",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360047,ATB0517T+0.75%AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360048,ATB0523T+1.25%AP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360049,ATB0527T+1.75%AP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360050,ATB0532T+2.0%AP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360055,"ATB0516T+0,5P7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360056,"ATB0519T+0,75P10-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360057,"ATB0524 5,7%P15-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,360058,"ATB0529 5,9%P20-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,390022,"UIB0719 5,25%AP10",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,390023,"UIB0724 5,5%AP15",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,390024,"UIB0729 5,85%AP20",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420096,CIL1010 7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420097,CIL1010T+1.25AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420098,CIL0911 7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420099,CIL0911T+1.25AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420102,CILF1012 7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420103,CILV1012T1.25AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420105,CIL0113 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420106,CIL0113 T+1.25AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420107,CIL0213 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420108,CIL0213 T+1.25AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420109,CIL0813 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420110,CIL0813 T+1.125AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420113,"CIL01197,25%AP10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420114,"CIL0119T+1,5AP10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420115,"CIL0714 5,5%P5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420116,CIL0714 T+1%P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420117,"CIL0914 5,375%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420118,"CIL0914 T+0,75%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420119,"CIL0115 5,25%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,420120,"CIL0115 T+0,75%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,462010,BTKD1211 6.25% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470023,ATL 0613 6.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470024,ATL0812 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470025,ATL0812 T+0.75%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470030,"ATL0818 7,0%AP10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470031,"ATL0818T+1,5%P10-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470032,ATL0513 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470033,ATL0513 T+0.75%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470034,"ATL0514 5,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470035,"ATL0916 5,25%P7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470036,"ATL0916T+0,75%P7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470037,"ATL1214 5,125%P5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,470038,"ATL1214 T+0,625%P5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,526005,"MXA0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,526006,"MXB0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,526007,"MXC0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,526008,"MXD0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,526009,"MXE0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,526010,"MXF0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,526011,"MXG0816 5,4%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,600002,UTL0312 7% AP 7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,600003,UTL0912  7% AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,661008,GL0710 7.5%  AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,661009,GLF211 7.5%  AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,661010,GLV211T+1.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,661017,"TJLSB0115 5,5%FIN5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,661018,TJLSB0115 T+1%FIN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,675002,AIL0810 6.5% AP5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,675003,AIL0810 6.5% AP5-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,675004,AIL1212 6.875%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,675005,AIL0913 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,675006,AIL0214 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,677003,PB0415 6.5%AP7-2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,677004,PB0415 6.5%AP7-2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,677005,PB0415 6.5%AP7-2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,682002,AFRA0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,682003,AFRB0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,682004,AFRC0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,682005,AFRD0910 7.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,685001,SCLUBA6107.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,685002,SCLUBB6107.5%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,712002,SKAA06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,712003,SKAB06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,712004,SKAC06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,712005,SKAD06117.25%AP7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719001,UF0910 6.5%  AP5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719002,UF0910 6.5%  AP5-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719003,UF0910 T+1%  AP5-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719004,UF0910 6.5%  AP5-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719005,UF1111 6.5% AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719006,UF1111 T+1%  AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719007,UF0313 6.5%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,719008,UF0313 T+1%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,720003,WIF0611 6.5% AP5 A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,720004,WIF0611 6.5% AP5 B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,723001,MR0613 6.5% AP7-2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,723002,MR0613 6.5% AP7-2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,728001,"STMA0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,728002,"STMB0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,728003,"STMC0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,728004,"STMD0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,728005,"STME0914 6,5%AP7-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,731001,HL0513 6.9%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,731002,HL0513 T+1.65%AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,731003,"HL0814 5,75%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,731004,"HL0814 T+1,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,731005,"HL0914 5,5%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,731006,"HL0914 T+1,0%AP5",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,732001,"SIHM0915 6,4%P7-2A",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,732002,"SIHM0915 6,4%P7-2B",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,732003,"SIHM0915 6,4%P7-2C",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,732004,"SIHM0915 6,4%P7-2D",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,736001,"CHO1119 T+1,0%10-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,737001,CHOC1219 T+1%P10-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800004,BTA10 6.75%AVR10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800012,BTA12 8.25% JUL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800014,BTA7.5% AVRIL 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800017,BTA 7 % JANV 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800018,BTA 7 % FEV 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800019,BTA  6.0% MARS 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800020,BTA 6.1%  OCT 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800021,BTA ZC OCT 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800022,BTA 6.9 % 09052022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800023,BTA 6.75%   072017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800024,BTA ZC DEC 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800025,BTA 5% MARS 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800026,"BTA 5,25% MARS2016",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800027,"BTA 5,5% MARS 2019",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,21,800028,"BTA 4,3% AOUT 2011",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,100011,MONOPRIX DA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,110028,SFBT (DA 1/6),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,110029,SFBT (DA 1/7),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,110030,SFBT (DA 1/2) 2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,110031,SFBTDA1/2(11/4/02),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,110032,SFBT DA 1/12 2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,110033,SFBT DA2007 1/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120041,TUNISAIR - DA 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120046,TUNISAIR - DA 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120047,TAIR DA1/10 010799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120049,TAIR DA1/10 030700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120051,TUNISAIR DA 1/10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120053,TAIR DA1/22 310806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120054,TAIR DA 1/5 010908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,120056,TAIR DA1/11 170709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,160016,TJARI - (DA),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,160026,TJARI -  DA39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,180046,BIAT DA32 4/60,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,180050,BIAT DA36 1/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,190061,BQ HABITAT (DA),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,190067,BH DA 1/20 150999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,190071,BH DA1/25 14022000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,190077,BHDA 1/15 28052007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210091,TUN. LEAS. (DA 10),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210095,TLS DA 1/4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210098,TLS DA 1/5(021202),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210101,TLS DA 1/6(181203),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210106,TLS DA 1/7(061204),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210115,TLS DA1/55(010307),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210121,TLS DA 1/56 030308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210131,TLS DA 1/57 020309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210136,TLS NS J 01072009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210139,TLS DA 1/68 301209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210140,TLS DA 1/69 010210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,210141,TLS NG J 01012010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,220010,BQ DE TSIE - DA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,220021,BT DA 3/10 170599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,220025,BTDA1/7(3/12/01),25.1,25.1,25.1,25.1,5.0,3.0,125.5
2010-08-04,32,220031,BT DA 1/2 23052006,79.07,79.07,79.07,79.07,1.0,1.0,79.07
2010-08-04,32,220032,BT DA 1/2 10/06/09,50.01,50.01,50.01,50.01,1.0,1.0,50.01
2010-08-04,32,230036,AIR LIQ DA1/4 0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230037,AIR LIQ DA1/6 0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230039,ALQ DA1/6 (160902),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230040,AIR LIQ DA1/8 0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230041,ALQ DA1/10 7/09/04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230042,ALQDA1/12 06/09/05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230043,ALQ DA1/12 070906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230044,ALQ DA 1/12  0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230045,AL DA 1/11 030908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,230046,AL DA 1/12 030909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,240057,UBCI DA 1/6 010900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,240064,UBCI DA 3/7 010704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,310063,BNA DA 1/10 040509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-04,32,310066,BNA NS LIB 100%,13.11,13.11,13.11,13.11,70.0,3.0,917.7
2010-08-04,32,330097,TLAIT NS J 010109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
