SEANCE;CODE_INDICE;LIB_INDICE;INDICE_JOUR    ;INDICE_VEILLE;VARIATION_VEILLE;INDICE_PLUS_HAUT;INDICE_PLUS_BAS
19/01/2022   ;905008    ;SERVICES AUX CONSO;2837.320            ;283603.000          ;-99.000             ;2843.000            ;2737.320            
19/01/2022   ;905009    ;DISTRIBUTION      ;4470.180            ;446815.000          ;-99.000             ;4479.140            ;4312.630            
19/01/2022   ;905013    ;BIENS CONSOMMATION;8846.790            ;887490.000          ;-99.003             ;8945.210            ;8703.700            
19/01/2022   ;905015    ;AGROALIMENT BOISSO;11447.570           ;1146611.000         ;-99.002             ;11548.420           ;11271.320           
19/01/2022   ;905016    ;PROD MENAGER SOIN ;2430.040            ;245358.000          ;-99.010             ;2484.430            ;2376.600            
19/01/2022   ;905017    ;INDUSTRIES        ;1347.280            ;133376.000          ;-98.990             ;1347.280            ;1300.390            
19/01/2022   ;905018    ;BATIM MATE CONSTRU;591.490             ;58378.000           ;-98.987             ;591.490             ;559.830             
19/01/2022   ;905020    ;MATERIAUX DE BASE ;3524.660            ;346568.000          ;-98.983             ;3535.110            ;3451.520            
19/01/2022   ;905028    ;TUNINDEX20        ;3063.810            ;306881.000          ;-99.002             ;3073.410            ;3000.380            
20/01/2022   ;905001    ;TUNINDEX          ;7070.600            ;7082.500            ;-0.168              ;7099.650            ;6960.300            
20/01/2022   ;905002    ;STES FINANCIERES  ;4341.790            ;4348.650            ;-0.158              ;4364.020            ;4253.050            
20/01/2022   ;905003    ;BANQUES           ;3969.930            ;3977.990            ;-0.203              ;3995.550            ;3882.350            
20/01/2022   ;905004    ;ASSURANCES        ;12327.410           ;12253.410           ;0.604               ;12468.030           ;12170.690           
20/01/2022   ;905005    ;SERVICES FINANCIER;5879.790            ;5892.250            ;-0.211              ;5896.600            ;5762.320            
20/01/2022   ;905008    ;SERVICES AUX CONSO;2843.190            ;2837.320            ;0.207               ;2843.190            ;2737.320            
20/01/2022   ;905009    ;DISTRIBUTION      ;4479.430            ;4470.180            ;0.207               ;4479.430            ;4312.630            
20/01/2022   ;905013    ;BIENS CONSOMMATION;8849.350            ;8848.180            ;0.013               ;8945.210            ;8703.700            
20/01/2022   ;905015    ;AGROALIMENT BOISSO;11464.220           ;11447.570           ;0.145               ;11548.420           ;11271.320           
20/01/2022   ;905016    ;PROD MENAGER SOIN ;2426.460            ;2430.040            ;-0.147              ;2484.430            ;2376.600            
20/01/2022   ;905017    ;INDUSTRIES        ;1334.110            ;1343.860            ;-0.726              ;1347.280            ;1300.390            
20/01/2022   ;905018    ;BATIM MATE CONSTRU;583.670             ;591.490             ;-1.322              ;591.490             ;559.830             
20/01/2022   ;905020    ;MATERIAUX DE BASE ;3528.140            ;3517.180            ;0.312               ;3535.110            ;3451.520            
20/01/2022   ;905028    ;TUNINDEX20        ;3058.460            ;3063.550            ;-0.166              ;3073.410            ;3000.380            
21/01/2022   ;905001    ;TUNINDEX          ;7072.220            ;7070.590            ;0.023               ;7099.650            ;6960.300            
21/01/2022   ;905002    ;STES FINANCIERES  ;4357.330            ;4341.790            ;0.358               ;4364.020            ;4253.050            
21/01/2022   ;905003    ;BANQUES           ;3987.310            ;3969.920            ;0.438               ;3995.550            ;3882.350            
21/01/2022   ;905004    ;ASSURANCES        ;12253.410           ;12327.410           ;-0.600              ;12468.030           ;12170.690           
21/01/2022   ;905005    ;SERVICES FINANCIER;5898.630            ;5879.780            ;0.321               ;5898.630            ;5762.320            
21/01/2022   ;905008    ;SERVICES AUX CONSO;2839.820            ;2843.180            ;-0.118              ;2843.190            ;2737.320            
21/01/2022   ;905009    ;DISTRIBUTION      ;4474.130            ;4479.420            ;-0.118              ;4479.430            ;4312.630            
21/01/2022   ;905013    ;BIENS CONSOMMATION;8795.450            ;8849.350            ;-0.609              ;8945.210            ;8703.700            
21/01/2022   ;905015    ;AGROALIMENT BOISSO;11404.540           ;11464.220           ;-0.521              ;11548.420           ;11271.320           
21/01/2022   ;905016    ;PROD MENAGER SOIN ;2407.470            ;2426.460            ;-0.783              ;2484.430            ;2376.600            
21/01/2022   ;905017    ;INDUSTRIES        ;1328.270            ;1334.100            ;-0.437              ;1347.280            ;1300.390            
21/01/2022   ;905018    ;BATIM MATE CONSTRU;577.330             ;583.660             ;-1.085              ;591.490             ;559.830             
21/01/2022   ;905020    ;MATERIAUX DE BASE ;3586.210            ;3528.140            ;1.646               ;3586.210            ;3451.520            
21/01/2022   ;905028    ;TUNINDEX20        ;3055.790            ;3058.460            ;-0.087              ;3073.410            ;3000.380            
24/01/2022   ;905001    ;TUNINDEX          ;7104.210            ;7072.210            ;0.452               ;7104.210            ;6960.300            
24/01/2022   ;905002    ;STES FINANCIERES  ;4378.430            ;4357.320            ;0.484               ;4378.430            ;4253.050            
24/01/2022   ;905003    ;BANQUES           ;4009.290            ;3987.310            ;0.551               ;4009.290            ;3882.350            
24/01/2022   ;905004    ;ASSURANCES        ;12253.410           ;12253.410           ;0.000               ;12468.030           ;12170.690           
24/01/2022   ;905005    ;SERVICES FINANCIER;5900.890            ;5898.630            ;0.038               ;5900.890            ;5762.320            
24/01/2022   ;905008    ;SERVICES AUX CONSO;2908.850            ;2839.820            ;2.431               ;2908.850            ;2737.320            
24/01/2022   ;905009    ;DISTRIBUTION      ;4582.890            ;4474.120            ;2.431               ;4582.890            ;4312.630            
24/01/2022   ;905013    ;BIENS CONSOMMATION;8800.570            ;8795.450            ;0.058               ;8945.210            ;8703.700            
24/01/2022   ;905015    ;AGROALIMENT BOISSO;11410.190           ;11404.530           ;0.050               ;11548.420           ;11271.320           
24/01/2022   ;905016    ;PROD MENAGER SOIN ;2409.590            ;2407.470            ;0.088               ;2484.430            ;2376.600            
24/01/2022   ;905017    ;INDUSTRIES        ;1341.060            ;1328.270            ;0.963               ;1347.280            ;1300.390            
24/01/2022   ;905018    ;BATIM MATE CONSTRU;577.570             ;577.330             ;0.042               ;591.490             ;559.830             
24/01/2022   ;905020    ;MATERIAUX DE BASE ;3638.080            ;3586.200            ;1.447               ;3638.080            ;3451.520            
24/01/2022   ;905028    ;TUNINDEX20        ;3069.420            ;3055.790            ;0.446               ;3073.410            ;3000.380            
25/01/2022   ;905001    ;TUNINDEX          ;7090.460            ;7104.210            ;-0.194              ;7104.210            ;6960.300            
25/01/2022   ;905002    ;STES FINANCIERES  ;4365.080            ;4378.420            ;-0.305              ;4378.430            ;4253.050            
25/01/2022   ;905003    ;BANQUES           ;3994.060            ;4009.290            ;-0.380              ;4009.290            ;3882.350            
